id,promotion_info_id,promotion_no,sku_id,sku_name,promotion_price,begin_time,end_time,limit_count,sale_count,state,pdj_price,sys_version,create_time,update_time,create_pin,update_pin,yn,ts,begin_state,end_state,cost_price,allowance,business_version,promotion_type,time_id,create_dt
199289762,8409112,\N,2011534984,Casturd/卡仕达 冰淇淋蛋糕 香草鸡蛋味(烘烤类热加工糕点)<U+00A0><U+00A0>175g,790,2018/1/11 9:51,2018/1/14 20:00,500,0,5,990,\N,2018/1/11 9:53,2018/1/11 9:53,81372,SYSTEM,0,2018/1/11 9:53,0,0,790,0,310,4,2.01801E+13,2018/1/11
199501394,8421072,\N,2005508943,龙骨 约500g,950,2018/1/14 0:00,2018/1/14 23:59,100,20,5,1350,\N,2018/1/11 23:09,2018/1/11 23:10,erp_zhangpan41,SYSTEM,0,2018/1/15 0:05,0,0,1350,1,120,4,2.02E+13,2018/1/11
199303569,8410779,\N,2011084996,麦提莎 麦芽脆心巧克力球 53g,1180,2018/1/11 10:02,2018/1/14 20:00,200,7,5,1500,\N,2018/1/11 10:05,2018/1/11 10:05,81372,SYSTEM,0,2018/1/14 20:00,0,0,1180,0,310,4,2.01801E+13,2018/1/11
199501393,8421072,\N,2005508943,龙骨 约500g,950,2018/1/13 0:00,2018/1/13 23:59,100,35,5,1350,\N,2018/1/11 23:09,2018/1/11 23:10,erp_zhangpan41,SYSTEM,0,2018/1/14 0:02,0,0,1350,1,120,4,2.02E+13,2018/1/11
199301965,8410127,\N,2011762557,GEMEZ 烤鸡风味点心面 90g,780,2018/1/11 9:58,2018/3/2 20:00,10000,9,5,990,\N,2018/1/11 10:00,2018/1/11 10:00,81372,SYSTEM,0,2018/3/2 20:00,0,0,780,0,310,4,2.01801E+13,2018/1/11
199303565,8410779,\N,2004962761,Dove/德芙 抹茶曲奇白巧克力 42g,490,2018/1/11 10:02,2018/1/14 20:00,200,9,5,730,\N,2018/1/11 10:05,2018/1/11 10:05,81372,SYSTEM,0,2018/1/14 20:00,0,0,490,0,310,4,2.01801E+13,2018/1/11
199501397,8421072,\N,2005508943,龙骨 约500g,950,2018/1/17 0:00,2018/1/17 23:59,100,16,5,1350,\N,2018/1/11 23:09,2018/1/11 23:10,erp_zhangpan41,SYSTEM,0,2018/1/17 23:59,0,0,1350,1,120,4,2.02E+13,2018/1/11
205905851,8519143,\N,2010135599,Dove/德芙 香浓黑巧克力 84g,990,2018/2/1 8:48,2018/2/4 20:00,200,5,5,1350,\N,2018/2/1 8:52,2018/2/1 8:52,81372,SYSTEM,0,2018/2/4 20:00,0,0,990,0,310,4,2.01802E+13,2018/2/1
205905853,8519143,\N,2005469083,Dove/德芙 奶香味白巧克力 84g,990,2018/2/1 8:48,2018/2/4 20:00,200,0,5,1350,\N,2018/2/1 8:52,2018/2/1 8:52,81372,SYSTEM,0,2018/2/1 8:52,0,0,990,0,310,4,2.01802E+13,2018/2/1
205905850,8519143,\N,2010135601,Dove/德芙 丝滑牛奶巧克力 84g,990,2018/2/1 8:48,2018/2/4 20:00,200,6,5,1350,\N,2018/2/1 8:52,2018/2/1 8:52,81372,SYSTEM,0,2018/2/4 20:00,0,0,990,0,310,4,2.01802E+13,2018/2/1
205903862,8519139,\N,2009588331,杜蕾斯 AiR至薄幻隐装避孕套 6只 赠1只,5500,2018/2/1 8:44,2018/3/3 20:00,500,10,5,7900,\N,2018/2/1 8:48,2018/2/1 8:48,81372,SYSTEM,0,2018/3/3 20:00,0,0,5500,0,310,4,2.01802E+13,2018/2/1
206279316,8521030,\N,2011796784,雀巢 香滑咖啡饮料 1.08L（180ml*6） 每人每天每单限购10组,1800,2018/2/3 0:00,2018/2/10 20:00,500,14,5,2250,\N,2018/2/1 18:56,2018/2/1 18:56,81372,SYSTEM,0,2018/2/10 20:00,0,0,1800,0,310,4,2.02E+13,2018/2/1
205905852,8519143,\N,2010135600,Dove/德芙 榛仁果粒巧克力 84g,990,2018/2/1 8:48,2018/2/4 20:00,200,7,5,1350,\N,2018/2/1 8:52,2018/2/1 8:52,81372,SYSTEM,0,2018/2/4 20:00,0,0,990,0,310,4,2.01802E+13,2018/2/1
226665126,9101311,\N,2011754202,milka/妙卡 醇乳夹心融情牛奶巧克力 81g,1280,02:40.0,00:00.0,1000,0,5,1590,\N,29:14.0,00:41.0,81372,SYSTEM,0,2018/5/9 20:00,0,0,1280,0,310,4,2.01804E+13,2018/4/9
226665128,9101311,\N,2011250730,milka/妙卡 饼干碎醇乳夹心融情牛奶巧克力 76.8g,1280,02:40.0,00:00.0,1000,0,5,1590,\N,29:14.0,00:25.0,81372,SYSTEM,0,2018/5/9 20:00,0,0,1280,0,310,4,2.01804E+13,2018/4/9
226765880,9101948,\N,2003619447,好丽友 可可派巧克力味涂饰蛋类芯饼 360g,1680,00:00.0,00:00.0,200,2,5,1950,\N,54:25.0,54:26.0,81372,SYSTEM,0,2018/4/29 20:00,0,0,1680,0,310,4,2.02E+13,2018/4/9
226665127,9101311,\N,2011754203,milka/妙卡 融情牛奶巧克力 84g,1280,02:40.0,00:00.0,1000,0,5,1590,\N,29:14.0,00:43.0,81372,SYSTEM,0,2018/5/9 20:00,0,0,1280,0,310,4,2.01804E+13,2018/4/9
226665124,9101311,\N,2011754200,milka/妙卡 榛仁融情牛奶巧克力 78g,1280,02:40.0,00:00.0,1000,0,5,1590,\N,29:14.0,00:25.0,81372,SYSTEM,0,2018/5/9 20:00,0,0,1280,0,310,4,2.01804E+13,2018/4/9
226665129,9101311,\N,2011250729,milka/妙卡 饼干碎融情牛奶巧克力 78g,1280,02:40.0,00:00.0,1000,0,5,1590,\N,29:14.0,00:29.0,81372,SYSTEM,0,2018/5/9 20:00,0,0,1280,0,310,4,2.01804E+13,2018/4/9
226665125,9101311,\N,2011754201,milka/妙卡 融情黑巧克力 84g,1280,02:40.0,00:00.0,1000,0,5,1590,\N,29:14.0,00:29.0,81372,SYSTEM,0,2018/5/9 20:00,0,0,1280,0,310,4,2.01804E+13,2018/4/9
226765693,9101947,\N,2003619447,好丽友 可可派巧克力味涂饰蛋类芯饼 360g,1680,00:00.0,00:00.0,200,2,5,1950,\N,54:19.0,54:20.0,81372,SYSTEM,0,2018/4/15 20:00,0,0,1680,0,310,4,2.02E+13,2018/4/9
235150513,9653539,\N,2015564236,小亲亲苹果（袋）,890,26:30.0,00:00.0,500,3,5,990,\N,29:33.0,29:34.0,81372,SYSTEM,0,2018/5/2 0:06,0,0,890,0,310,4,2.01804E+13,2018/4/29
241291309,10494145,\N,2009940170,Dove/德芙 抹茶曲奇白巧克力 97g,680,00:00.0,00:00.0,50,0,5,1380,\N,01:00.0,00:19.0,81372,SYSTEM,0,2018/5/20 20:00,0,0,680,0,310,4,2.02E+13,2018/5/16
241335077,10500458,\N,2015889583,金龙鱼 葵花籽亚麻籽食用调和油 900ml,1000,00:00.0,59:59.0,500,215,5,2490,\N,08:22.0,00:52.0,81372,SYSTEM,0,2018/6/14 0:00,0,0,1000,0,310,4,2.02E+13,2018/5/16
241350349,10502198,\N,2014256078,Nestle/雀巢 能恩金装幼儿配方奶粉 3段 900g,15000,00:00.0,59:59.0,1000,0,5,17800,\N,31:52.0,06:00.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,15000,0,310,4,2.02E+13,2018/5/16
241350445,10502198,\N,2006386568,Merries/妙而舒 瞬爽透气腰贴式婴儿纸尿裤 小号(S) 82片 4-8kg,7900,00:00.0,59:59.0,1000,3,5,10500,\N,31:53.0,05:54.0,81372,SYSTEM,0,2018/5/24 0:05,0,0,7900,0,310,4,2.02E+13,2018/5/16
241457021,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,05:16.0,erp_yangwenqi,SYSTEM,0,2018/5/18 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241457029,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,02:43.0,erp_yangwenqi,SYSTEM,0,2018/5/26 0:02,0,0,420,1,120,4,2.02E+13,2018/5/16
241459709,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,10,5,420,\N,32:24.0,05:17.0,erp_yangwenqi,SYSTEM,0,2018/5/18 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241459717,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,02:44.0,erp_yangwenqi,SYSTEM,0,2018/5/26 0:02,0,0,420,1,120,4,2.02E+13,2018/5/16
241459721,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,01:55.0,erp_yangwenqi,SYSTEM,0,2018/5/30 0:01,0,0,420,1,120,4,2.02E+13,2018/5/16
241459713,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,05:21.0,erp_yangwenqi,SYSTEM,0,2018/5/22 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241457033,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,01:54.0,erp_yangwenqi,SYSTEM,0,2018/5/30 0:01,0,0,420,1,120,4,2.02E+13,2018/5/16
241457025,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,1,5,420,\N,32:24.0,05:11.0,erp_yangwenqi,SYSTEM,0,2018/5/22 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241395961,10508738,\N,2015350145,美素佳儿 幼儿配方奶粉 3段 900g,19200,00:00.0,57:59.0,20,1,5,22600,\N,35:11.0,58:26.0,81372,SYSTEM,0,2018/5/23 23:58,0,0,19200,0,310,4,2.02E+13,2018/5/16
241356345,10503585,\N,2006359680,Dove/德芙 尊慕礼盒 280g,11700,00:00.0,59:59.0,10,0,1,11800,\N,53:23.0,\N,erp_yangwenqi,SYSTEM,0,\N,0,0,11700,0,120,3,0,2018/5/16
241350441,10502198,\N,2013547519,HUGGIES/好奇 铂金装倍柔亲肤透气纸尿裤 L 36+16片 10-14kg,10450,00:00.0,59:59.0,1000,1,5,12300,\N,31:53.0,05:54.0,81372,SYSTEM,0,2018/5/24 0:05,0,0,10450,0,310,4,2.02E+13,2018/5/16
241335977,10500464,\N,2015889583,金龙鱼 葵花籽亚麻籽食用调和油 900ml,1000,00:00.0,59:59.0,500,96,5,2490,\N,08:28.0,03:46.0,81372,SYSTEM,0,2018/6/24 0:03,0,0,1000,0,310,4,2.02E+13,2018/5/16
241459715,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,05:59.0,erp_yangwenqi,SYSTEM,0,2018/5/24 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241457027,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,05:59.0,erp_yangwenqi,SYSTEM,0,2018/5/24 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241350443,10502198,\N,2016082606,Fisher Price/费雪 新琴琴健身器 BMH49,29900,00:00.0,59:59.0,1000,0,5,39900,\N,31:53.0,06:00.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,29900,0,310,4,2.02E+13,2018/5/16
241350347,10502198,\N,2012332961,贝因美 益生元葡萄糖固体饮料 500g,3680,00:00.0,59:59.0,1000,0,5,4800,\N,31:52.0,06:01.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,3680,0,310,4,2.02E+13,2018/5/16
241291307,10494145,\N,2011732347,Dove/德芙 柠檬曲奇白巧克力 42g,520,00:00.0,00:00.0,50,5,5,680,\N,01:00.0,00:20.0,81372,SYSTEM,0,2018/5/20 20:00,0,0,520,0,310,4,2.02E+13,2018/5/16
241459718,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,02:20.0,erp_yangwenqi,SYSTEM,0,2018/5/27 0:02,0,0,420,1,120,4,2.02E+13,2018/5/16
241459710,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,1,5,420,\N,32:24.0,04:02.0,erp_yangwenqi,SYSTEM,0,2018/5/19 0:04,0,0,420,1,120,4,2.02E+13,2018/5/16
241457030,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,02:19.0,erp_yangwenqi,SYSTEM,0,2018/5/27 0:02,0,0,420,1,120,4,2.02E+13,2018/5/16
241457022,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,04:08.0,erp_yangwenqi,SYSTEM,0,2018/5/19 0:04,0,0,420,1,120,4,2.02E+13,2018/5/16
241350446,10502198,\N,2013547150,雀巢 德国进口 超级能恩幼儿配方奶粉 3段 12-36个月幼儿适用 800g,24500,00:00.0,59:59.0,1000,0,5,28800,\N,31:53.0,06:01.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,24500,0,310,4,2.02E+13,2018/5/16
241350350,10502198,\N,2013547525,Nestle/雀巢 能恩金盾3段 400g,5500,00:00.0,59:59.0,1000,2,5,7500,\N,31:52.0,05:54.0,81372,SYSTEM,0,2018/5/24 0:05,0,0,5500,0,310,4,2.02E+13,2018/5/16
241334366,10500448,\N,2015889583,金龙鱼 葵花籽亚麻籽食用调和油 900ml,1000,00:00.0,59:59.0,500,73,5,2490,\N,08:17.0,01:16.0,81372,SYSTEM,0,2018/5/31 0:01,0,0,1000,0,310,4,2.02E+13,2018/5/16
241291306,10494145,\N,2005468475,草莓白巧 42g,520,00:00.0,00:00.0,50,2,5,680,\N,01:00.0,00:19.0,81372,SYSTEM,0,2018/5/20 20:00,0,0,520,0,310,4,2.02E+13,2018/5/16
241086906,10488203,\N,2015254581,千禾 糯米白醋 500ml,690,00:00.0,00:00.0,200,6,5,880,\N,09:43.0,00:27.0,81372,SYSTEM,0,2018/5/20 20:00,0,0,690,0,310,4,2.02E+13,2018/5/16
241459722,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,01:29.0,erp_yangwenqi,SYSTEM,0,2018/5/31 0:01,0,0,420,1,120,4,2.02E+13,2018/5/16
241459714,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,01:45.0,erp_yangwenqi,SYSTEM,0,2018/5/23 0:01,0,0,420,1,120,4,2.02E+13,2018/5/16
241457034,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,01:16.0,erp_yangwenqi,SYSTEM,0,2018/5/31 0:01,0,0,420,1,120,4,2.02E+13,2018/5/16
241457026,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,01:44.0,erp_yangwenqi,SYSTEM,0,2018/5/23 0:01,0,0,420,1,120,4,2.02E+13,2018/5/16
241350442,10502198,\N,2013547517,HUGGIES/好奇 铂金装透气纸尿裤 XL 加大号 12-16kg 32+8片,10450,00:00.0,59:59.0,1000,0,5,12300,\N,31:53.0,06:01.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,10450,0,310,4,2.02E+13,2018/5/16
241459719,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,08:41.0,erp_yangwenqi,SYSTEM,0,2018/5/28 0:08,0,0,420,1,120,4,2.02E+13,2018/5/16
241459711,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,06:27.0,erp_yangwenqi,SYSTEM,0,2018/5/20 0:06,0,0,420,1,120,4,2.02E+13,2018/5/16
241457031,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,08:41.0,erp_yangwenqi,SYSTEM,0,2018/5/28 0:08,0,0,420,1,120,4,2.02E+13,2018/5/16
241350351,10502198,\N,2007085735,HUGGIES/好奇 韩国进口 铂金装倍柔亲肤透气纸尿裤  NB初生 66+10片,7990,00:00.0,59:59.0,1000,0,5,9400,\N,31:52.0,06:01.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,7990,0,310,4,2.02E+13,2018/5/16
241260223,10490251,\N,2006359680,Dove/德芙 尊慕礼盒 280g,11700,00:00.0,59:59.0,10,0,5,11800,\N,52:08.0,04:14.0,erp_yangwenqi,SYSTEM,0,2018/5/17 0:04,0,0,11700,0,120,3,0,2018/5/16
241459716,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,05:34.0,erp_yangwenqi,SYSTEM,0,2018/5/25 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241457028,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,05:34.0,erp_yangwenqi,SYSTEM,0,2018/5/25 0:05,0,0,420,1,120,4,2.02E+13,2018/5/16
241350444,10502198,\N,2006386567,Merries/妙而舒 瞬爽透气腰贴式婴儿纸尿裤 新生儿(NB) 90片,7900,00:00.0,59:59.0,1000,0,5,10500,\N,31:53.0,06:00.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,7900,0,310,4,2.02E+13,2018/5/16
241350348,10502198,\N,2012333147,贝因美 铁锌钙营养米粉 225g（25g*9小袋分装）,1980,00:00.0,59:59.0,1000,0,5,2580,\N,31:52.0,06:00.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,1980,0,310,4,2.02E+13,2018/5/16
241292868,10496396,\N,2011100331,睿味 韩国进口 海苔(调味海苔) 4g*4袋,790,00:00.0,00:00.0,5000,2,5,990,\N,47:26.0,00:51.0,81372,SYSTEM,0,2018/5/24 20:00,0,0,790,0,310,4,2.02E+13,2018/5/16
241291308,10494145,\N,2006240359,士力架 花生夹心巧克力4送1超值装 239g,980,00:00.0,00:00.0,50,23,5,1380,\N,01:00.0,00:19.0,81372,SYSTEM,0,2018/5/20 20:00,0,0,980,0,310,4,2.02E+13,2018/5/16
241459720,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,00:28.0,erp_yangwenqi,SYSTEM,0,2018/5/29 0:00,0,0,420,1,120,4,2.02E+13,2018/5/16
241459712,10523005,\N,2016050015,乐事 轻焙香焗芝士味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,06:52.0,erp_yangwenqi,SYSTEM,0,2018/5/21 0:06,0,0,420,1,120,4,2.02E+13,2018/5/16
241457032,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,0,5,420,\N,32:24.0,00:22.0,erp_yangwenqi,SYSTEM,0,2018/5/29 0:00,0,0,420,1,120,4,2.02E+13,2018/5/16
241457024,10523005,\N,2016050013,乐事 轻焙柚香黑椒味薯片 40g,100,00:00.0,59:59.0,20,8,5,420,\N,32:24.0,06:45.0,erp_yangwenqi,SYSTEM,0,2018/5/21 0:06,0,0,420,1,120,4,2.02E+13,2018/5/16
241350440,10502198,\N,2013508126,HUGGIES/好奇 铂金装倍柔亲肤纸尿裤 M 46+18片 7-11kg适用,10450,00:00.0,59:59.0,1000,0,5,12300,\N,31:53.0,06:00.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,10450,0,310,4,2.02E+13,2018/5/16
241350352,10502198,\N,2007085733,HUGGIES/好奇 韩国进口 铂金装倍柔亲肤气纸尿裤 S码 58+12片,7990,00:00.0,59:59.0,1000,2,5,9400,\N,31:52.0,06:00.0,81372,SYSTEM,0,2018/5/24 0:06,0,0,7990,0,310,4,2.02E+13,2018/5/16
241327000,10499207,\N,2015889583,金龙鱼 葵花籽亚麻籽食用调和油 900ml,1000,00:00.0,59:59.0,500,68,5,2490,\N,45:43.0,07:23.0,81372,SYSTEM,0,2018/5/24 0:07,0,0,1000,0,310,4,2.02E+13,2018/5/16
241293064,10496404,\N,2003621628,Cavendish&Harvey/嘉云 德国进口 什锦热带水果味硬质糖果 200g,1250,00:00.0,00:00.0,5000,10,5,1680,\N,47:39.0,00:58.0,81372,SYSTEM,0,2018/5/29 20:00,0,0,1250,0,310,4,2.02E+13,2018/5/16
255167829,12126017,\N,2013550658,益达 木糖醇无糖口香糖（沁香蓝莓味) 56g(约40粒装),580,00:00.0,00:00.0,200,19,5,860,\N,27:36.0,01:06.0,81372,SYSTEM,0,2018/6/24 20:01,0,0,580,0,310,4,2.02E+13,2018/6/19
255127893,12123949,\N,2013550732,抱抱宝贝 免洗洗手液 50g,820,00:00.0,00:00.0,0,0,5,1280,\N,37:03.0,03:30.0,81372,SYSTEM,0,2018/7/2 3:03,0,0,820,0,310,3,0,2018/6/19
255686797,12127234,\N,2017159061,护舒宝 夜用超薄考拉裤裤型卫生巾2片 M-L码(适用于腰围60-100cm),880,00:00.0,59:59.0,1000000,0,5,999999,\N,15:16.0,08:45.0,81372,SYSTEM,0,2018/7/5 0:08,0,0,880,0,310,4,2.02E+13,2018/6/19
255688565,12127235,\N,2003619530,护舒宝 超净棉日用240mm丝薄卫生巾 16片,880,00:00.0,59:59.0,1000000,80,5,1080,\N,15:43.0,03:01.0,81372,SYSTEM,0,2018/7/19 0:03,0,0,880,0,310,4,2.02E+13,2018/6/19
255690333,12127236,\N,2003118048,护舒宝 超净棉夜用284mm卫生巾 10片,880,00:00.0,59:59.0,1000000,10,5,1080,\N,16:12.0,35:39.0,81372,SYSTEM,0,2018/8/20 0:35,0,0,880,0,310,4,2.02E+13,2018/6/19
255692101,12127237,\N,2003621460,Mr.Muscle/威猛先生 清洁套装 （洁厕液600g*2+厨房重油污净500g）,2180,00:00.0,59:59.0,1000000,47,5,2880,\N,16:40.0,03:25.0,81372,SYSTEM,0,2018/8/16 0:03,0,0,2180,0,310,4,2.02E+13,2018/6/19
255692109,12127237,\N,2008209666,高洁丝 夜安裤裤型卫生巾 M-L码 4片 腰围60cm-100cm,1280,00:00.0,59:59.0,1000000,0,5,1680,\N,16:40.0,03:25.0,81372,SYSTEM,0,2018/8/16 0:03,0,0,1280,0,310,4,2.02E+13,2018/6/19
255704477,12127238,\N,2003619530,护舒宝 超净棉日用240mm丝薄卫生巾 16片,880,00:00.0,59:59.0,1000000,126,5,1080,\N,17:15.0,01:02.0,81372,SYSTEM,0,2018/8/2 0:01,0,0,880,0,310,4,2.02E+13,2018/6/19
255706429,12127242,\N,2003621460,Mr.Muscle/威猛先生 清洁套装 （洁厕液600g*2+厨房重油污净500g）,2180,00:00.0,59:59.0,1000000,50,5,2880,\N,20:32.0,04:19.0,81372,SYSTEM,0,2018/9/13 0:04,0,0,2180,0,310,4,2.02E+13,2018/6/19
255715277,12127259,\N,2003621460,Mr.Muscle/威猛先生 清洁套装 （洁厕液600g*2+厨房重油污净500g）,2180,00:00.0,59:59.0,1000000,40,5,2880,\N,36:07.0,06:40.0,81372,SYSTEM,0,2018/11/19 0:06,0,0,2180,0,310,4,2.02E+13,2018/6/19
255716085,12127260,\N,2003118048,护舒宝 超净棉夜用284mm卫生巾 10片,880,00:00.0,59:59.0,1000000,41,5,1080,\N,36:22.0,01:18.0,81372,SYSTEM,0,2018/11/5 0:01,0,0,880,0,310,4,2.02E+13,2018/6/19
255716893,12127261,\N,2003619530,护舒宝 超净棉日用240mm丝薄卫生巾 16片,880,00:00.0,59:59.0,1000000,152,5,1080,\N,36:37.0,47:06.0,81372,SYSTEM,0,2018/10/22 0:47,0,0,880,0,310,4,2.02E+13,2018/6/19
255717701,12127262,\N,2003117573,妙洁 棉柔抹布 5片,980,00:00.0,59:59.0,1000000,53,5,1290,\N,36:52.0,29:02.0,81372,SYSTEM,0,2018/10/8 0:29,0,0,980,0,310,4,2.02E+13,2018/6/19
255719317,12127265,\N,2003619530,护舒宝 超净棉日用240mm丝薄卫生巾 16片,880,00:00.0,59:59.0,1000000,0,5,1080,\N,41:21.0,22:55.0,81372,SYSTEM,0,2018/12/24 19:22,0,0,880,0,310,4,2.02E+13,2018/6/19
