sku_id,sku_name,first_category_id,second_category_id,third_category_id,first_category_name,second_category_name,third_category_name
2003117659,双汇 玉米热狗肠 320g（40g*8）,20392,23001,23004,粮油副食,火腿肠,其他火腿肠
2003117660,双汇 新王中王特级火腿肠 400g（40g*10支）,20392,23001,23004,粮油副食,火腿肠,其他火腿肠
2003117670,双汇 美式培根 180g,20386,22324,22328,日配/冷藏,西式熟食,培根
2003117687,蒙牛 红枣风味酸牛奶 100g*16 (新旧包装，随机发货）,20386,20488,20504,日配/冷藏,低温奶制品,酸奶(加味)
2003117705,伊利 混合莓每益添活性乳酸菌饮料 350ml,20386,20488,20500,日配/冷藏,低温奶制品,乳酸饮料(低温)
2003117718,湾仔码头 鲜美纯肉云吞 600g,20386,22315,23017,日配/冷藏,水饺/馄饨,馄饨
2003117722,湾仔码头 香菇菜肉上汤小云吞 75只 600g,20386,22315,23017,日配/冷藏,水饺/馄饨,馄饨
2003117724,三全 状元荠菜猪肉水饺 1.2kg 60只,20386,22315,22317,日配/冷藏,水饺/馄饨,水饺(肉馅)
2003117727,湾仔码头 韭菜猪肉水饺 66只装 1.32kg,20386,22315,22317,日配/冷藏,水饺/馄饨,水饺(肉馅)
2003117736,泰金香 茉莉香米 5kg,20392,20533,20535,粮油副食,米,国产大米
2003117774,劲情 健康红枣(免洗红枣) 1千克（100g*10袋）,20514,20638,20643,休闲食品,蜜饯,红枣
2003117784,佳得乐 蓝莓味运动饮料 600ml,20640,20764,20771,酒水饮料,机能饮料,功能性饮料
2003117824,李锦记 蒸鱼豉油 410ml/瓶,20392,20509,20523,粮油副食,酱油,其他调味油
2003117825,王致和 精制料酒 500ml/瓶,20392,20647,20742,粮油副食,调味品,料酒
2003117833,福临门 天天五谷食用调和油 900ml,20392,20823,20832,粮油副食,食用油,调和油
2003117834,鲁花 5S压榨一级花生油 1.8L,20392,20823,20828,粮油副食,食用油,花生油
2003117842,怡宝 饮用纯净水 1.555L,20640,20819,20834,酒水饮料,水,纯净水
2003117871,老干妈 风味豆豉辣椒酱 280g,20392,20647,20738,粮油副食,调味品,辣椒酱
2003117877,王守义 中华老字号十三香调味品 45g,20392,20647,20766,粮油副食,调味品,其他调料
2003117881,味好美 纯黑胡椒粉 10g,20392,20647,20696,粮油副食,调味品,胡椒/胡椒粉
2003117886,老干妈 风味鸡油辣椒 280g,20392,20647,20738,粮油副食,调味品,辣椒酱
2003117892,雀巢 鹰唛 炼奶 350g,20392,21021,21024,粮油副食,咖啡伴侣,冲调用炼乳
2003117895,Heinz/亨氏 番茄沙司 320g,20392,20647,20675,粮油副食,调味品,番茄酱/番茄沙司
2003117904,果珍阳光甜橙味固体饮料750g/袋,20392,21049,21072,粮油副食,冲调粉,果味冲调粉
2003117905,香飘飘 经典系原味奶茶固体饮料 80g/杯,20392,20915,20919,粮油副食,冲饮粉,奶茶粉
2003117908,蒙牛 特仑苏 纯牛奶 250ml*12（新旧包装，随机发货）,20386,20577,20601,日配/冷藏,常温奶制品,纯牛奶
2003117920,椰树 正宗鲜榨椰汁 1L（新旧包装，随机发货）,20640,20764,20779,酒水饮料,机能饮料,植物蛋白饮料
2003117922,Vitasoy/维他奶 原味豆奶  250ml*6 每人每天每单限购10组,20386,20577,20586,日配/冷藏,常温奶制品,常温豆奶
2003117938,鱼极 芝士宝 120g,20386,22245,22273,日配/冷藏,冷冻副食,丸类
2003117952,科尔沁黑椒牛排 约150g,20386,22245,23016,日配/冷藏,冷冻副食,其他冷冻半成品
2003117953,泰森 黑椒鸡块 500g,20248,20249,20250,肉品,半成品,加工半成品
2003117967,红星 二锅头酒 清香型白酒 56%vol 500ml,20640,20785,20793,酒水饮料,白酒,高度白酒(45度以上)
2003117971,洛神山庄（Rawsons Retreat） 澳大利亚进口 赤霞珠红葡萄酒 750ml,21549,23276,23277,进口商品,进口酒水饮料,进口葡萄酒
2003117980,Rio/锐澳 水蜜桃味白兰地鸡尾酒（预调酒） 275ml,20640,20697,20723,酒水饮料,葡萄酒,预调酒
2003117981,Rio/锐澳 蓝玫瑰味伏特加预调酒 275ml,20640,20697,20723,酒水饮料,葡萄酒,预调酒
2003117982,Rio/锐澳 青柠味伏特加预调酒 275ml,20640,20697,20723,酒水饮料,葡萄酒,预调酒
2003118003,费列罗 榛果威化巧克力 37.5g,21549,23268,23272,进口商品,进口休闲食品,进口糖果/巧克力
2003118005,M&M'S 花生牛奶巧克力豆 40g,20514,20702,20710,休闲食品,巧克力,果仁巧克力
2003118016,旺旺 葡萄味维多粒椰果果冻爽 150g,20514,20607,20617,休闲食品,果冻,果肉果冻
2003118017,百事食品 奇多日式牛排味油炸膨化食品 90g,20514,20678,20693,休闲食品,膨化食品,其他膨化食品
2003118021,乐事（Lay's）大波浪薯片 香脆烤鸡翅味 145g/袋,20514,20678,20695,休闲食品,膨化食品,薯片/薯条
2003118024,张二嘎小粒香南瓜子135g/袋,20514,20561,20575,休闲食品,坚果,瓜子/瓜子仁
2003118032,绿箭 薄荷味口香糖组合装 45g（3条）,20514,20628,20634,休闲食品,口香糖,其他口香糖
2003118035,笑爽 棉柔丝薄日用巾 230mm 5片,21232,21431,21436,个洗清洁,卫生护理,卫生棉/卫生巾(日用)
2003118043,ABC 日用轻透薄棉柔表层卫生巾18/包 240mm,21232,21431,21436,个洗清洁,卫生护理,卫生棉/卫生巾(日用)
2003118044,七度空间 少女纯棉超薄夜用卫生巾(QSC6210) 275mm*10片/包,21232,21431,21437,个洗清洁,卫生护理,卫生棉/卫生巾(夜用)
2003118047,上海硫磺皂125g/块（新老包装随机发货）,21232,21281,21282,个洗清洁,洁肤,功能皂
2003118065,妙洁 抽取式保鲜袋中号 30cm*20cm*70只,21555,21753,21754,居家日用,食品包装,保鲜袋
2003118080,Raid/雷达 电热蚊香液套装 1器+2瓶（80+32晚）,20987,21074,21091,日化用品,杀虫驱蚊,液体蚊香/器
2003118084,威猛先生厨房油污净柠檬500g+420g/瓶,20987,20989,20994,日化用品,厨房清洁品,其他厨房清洁剂
2003118085,雷达 新西兰进口 厨房杀蟑饵剂 2.5g*4片?????,20987,21074,21087,日化用品,杀虫驱蚊,其他杀虫驱蚊用品
2003118100,滴露消毒液750ml/瓶,20987,21038,21043,日化用品,家居清洁品,消毒液
2003118107,妙而舒 日本进口 婴儿学步裤 44片 L(9~14kg),21667,21671,21703,母婴,婴儿用品,婴儿纸尿裤
2003118131,养乐多 活菌型乳酸菌乳饮品（低糖）100ml*5瓶/组,20386,20488,20500,日配/冷藏,低温奶制品,乳酸饮料(低温)
2003118134,MENGNIU/蒙牛 黄桃燕麦冠益乳 250g,20386,20488,20504,日配/冷藏,低温奶制品,酸奶(加味)
2003118155,伊利 大果粒风味发酵乳(芒果+黄桃) 260g/杯,20386,20488,20504,日配/冷藏,低温奶制品,酸奶(加味)
2003118165,伊利 畅轻燕麦草莓乳 250g,20386,20488,20504,日配/冷藏,低温奶制品,酸奶(加味)
2003118190,清净园 宗家府切件泡菜 200g,20386,22210,22223,日配/冷藏,冷藏蔬菜,冷藏泡菜
2003118260,思念 手打天下猪肉韭菜水饺 720g+360g,20386,22315,22317,日配/冷藏,水饺/馄饨,水饺(肉馅)
2003118261,三全 私厨水饺黑椒牛肉饺子 600g,20386,22315,22317,日配/冷藏,水饺/馄饨,水饺(肉馅)
2003118277,生和堂 奶香玉米+红豆味龟苓膏 200g龟苓膏+15g调味包+7ml含乳饮料,20514,20607,22820,休闲食品,果冻,龟苓膏
2003118295,农夫尖叫 纤维型运动饮料（柠檬味+运动盖型） 550ml,20640,20764,20771,酒水饮料,机能饮料,功能性饮料
2003118309,Cocacola/可口可乐 橙味汽水 330ml,20640,20839,20841,酒水饮料,碳酸饮料,橙味汽水
2003118314,雀巢 菲律宾进口 玉米片营养早餐谷物食品 150g,21549,23281,23285,进口商品,进口粮油副食,其他进口速食
2003118327,鲁花 自然鲜酱香酱油 160ml,20392,20509,20523,粮油副食,酱油,其他调味油
2003118353,Ayibo/阿一波 深海紫菜 20g(新旧包装，随机发货）,20392,20590,20639,粮油副食,南北干货,紫菜
2003118364,鱼家香 植物油浸金枪鱼罐头 185g,20392,20465,20473,粮油副食,罐头,水产类罐头
2003118367,福临门 稻花香大米 5kg,20392,20533,20535,粮油副食,米,国产大米
2003118422,尼尔森 公爵黑啤 500ml,20640,20803,20815,酒水饮料,啤酒,黑啤
2003118443,桃李 牛奶蛋羹味天然酵母面包 75g,20365,20382,20383,烘焙,欧式面包,软质面包
2003137905,powerjet/保尔洁 椰棕锅刷 1个,21555,21726,21727,居家日用,清洁配件,餐具刷
2003137920,Great Value/惠宜 纸浆餐具 7寸碟 7g 10枚,21555,21903,21925,居家日用,一次性用品,一次性纸碟
2003137921,惠宜 一次性水果叉 95mmx8mmx24个,21555,21903,21914,居家日用,一次性用品,食品叉
2003137925,棒棒娃 藏醇五香风干手撕牛肉棒 60g,20514,20727,20743,休闲食品,肉干,牛肉干
2003137927,七味 鲜香野山椒牛板筋 12g,20514,20727,20731,休闲食品,肉干,板筋
2003137928,七味 鸭翅 16g,20514,20727,20754,休闲食品,肉干,鸭类肉干
2003137953,包装莲藕 约500g,20307,20353,20356,水果/蔬菜,蔬菜,根茎类蔬菜
2003137960,沃尔玛 包装长豆角 约300g,20307,20353,20356,水果/蔬菜,蔬菜,根茎类蔬菜
2003137962,包装粉柿 约550g,20307,20353,20360,水果/蔬菜,蔬菜,花果类蔬菜
2003137969,包装上海青 约300g,20307,20353,20362,水果/蔬菜,蔬菜,叶菜类蔬菜
2003137973,包装黄豆芽 约300g,20307,20353,20362,水果/蔬菜,蔬菜,叶菜类蔬菜
2003137974,包装彩椒 约300g,20307,20353,20360,水果/蔬菜,蔬菜,花果类蔬菜
2003137982,包装青尖椒 约300g,20307,20353,20361,水果/蔬菜,蔬菜,调味类蔬菜
2003137985,包装生姜 约450g,20307,20353,20356,水果/蔬菜,蔬菜,根茎类蔬菜
2003137995,宫廷桃酥 8片,20365,20377,20379,烘焙,糕点,中式点心
2003137996,Marketside无水蛋糕 （盒）,22521,22527,22529,美食,现制烘焙,现制糕点
2003138007,北方大厨房 酸白菜丝 300g,20386,22210,22226,日配/冷藏,冷藏蔬菜,腌菜
2003138019,神丹油黄咸鸭蛋 1枚 62g,20386,22844,22847,日配/冷藏,蛋品,鸭蛋
2003138057,Maryya/美丽雅 钢丝清洁球 3只装,21555,21726,21729,居家日用,清洁配件,钢丝球
2003138062,Marketside 抹茶红豆瑞士卷蛋糕 3片/盒,20365,20374,20375,烘焙,蛋糕,常温蛋糕
2003138064,Marketside枣泥核桃蛋糕 （盒）,22521,22527,22529,美食,现制烘焙,现制糕点
2003138068,包装西兰花 约300g,20307,20353,20360,水果/蔬菜,蔬菜,花果类蔬菜
2003138073,人民 有机苡仁?270g,20392,20843,22817,粮油副食,杂粮类,其他杂粮类
2003138088,双汇 肉花三文治香肠 600g（300gx2个）,20386,22324,22325,日配/冷藏,西式熟食,西式火腿
2003138145,众望 芝麻甜味小麻花 32g,20514,20934,20937,休闲食品,中式糕点,麻花
2003138151,艾思达 英国进口脱脂牛奶纯牛奶 1L,21549,21550,21553,进口商品,进口乳制品,进口牛奶
2003138179,Great Value/惠宜 东北大米（粳米） 10kg,20392,20533,20535,粮油副食,米,国产大米
2003138187,圣农 原味鸡块 500g,20248,20268,20270,肉品,禽类,鸡肉
2003138200,Great Value/惠宜 山楂饼（原味） 260g,20514,20638,20660,休闲食品,蜜饯,山楂
2003138206,Great Value/惠宜 柠檬味葡萄糖盐汽水 500ml,20640,20839,20844,酒水饮料,碳酸饮料,柠檬味汽水
2003138213,金龙鱼 精品鸡蛋麦芯挂面 900g,20392,20949,20974,粮油副食,方便面,即食速食面
2003138215,ASDA/艾思达 英国进口 全脂牛奶 1L,21549,21550,21553,进口商品,进口乳制品,进口牛奶
2003138230,福临门 纯正玉米油 5L （新旧包装，随机发货）,20392,20823,20831,粮油副食,食用油,玉米胚芽油
2003138231,Pampers/帮宝适 超薄干爽金质睡眠婴儿纸尿裤 L大号 9-14kg 112+12片,21667,21671,21703,母婴,婴儿用品,婴儿纸尿裤
2003138232,梅林 午餐肉罐头 组合装 340g*2,20392,20465,20467,粮油副食,罐头,肉类罐头
2003138234,饭扫光 麻辣什锦+野蕨菜特惠装 280g*2,20386,22210,22226,日配/冷藏,冷藏蔬菜,腌菜
2003138239,Marketside 提子小甜包 12 个,20365,20382,20383,烘焙,欧式面包,软质面包
2003138245,Marketside 蓝莓夹心甜甜圈 200g,20365,20385,20388,烘焙,甜面包,甜甜圈
2003138251,Marketside 葡式蛋挞 4个装,20365,20377,20378,烘焙,糕点,西式点心
2003138254,哈尔滨 清爽啤酒 330ml*6罐,20640,20803,20816,酒水饮料,啤酒,黄啤
2003138272,三和源 原味龟苓膏 220g（新旧包装，随机发货）,20514,20607,22820,休闲食品,果冻,龟苓膏
2003138281,Great Value/惠宜 红虾仁 200g,20292,20293,22840,水产,冰冻水产,冰冻虾类
2003138282,顶诺 淘气宝菲力牛排 黑椒味 250g,20248,20260,20263,肉品,牛肉,冷冻牛肉(国产)
2003138292,洁柔 Face系列软抽纸面巾 120抽*3层*18包,20987,21161,21175,日化用品,纸品湿巾,软抽纸
2003138297,三全 三鲜灌汤水饺 1kg(新旧包装，随机发货）,20386,22315,22316,日配/冷藏,水饺/馄饨,水饺(海鲜)
2003138306,Great Value/惠宜 糙米 500g,20392,20843,20847,粮油副食,杂粮类,杂粮米类
2003138311,进口菠萝1个 约1kg（暂不提供切片服务）,20307,20327,20342,水果/蔬菜,进口水果,其他进口水果
2003138314,有机紫菜 30g,20392,20590,20639,粮油副食,南北干货,紫菜
2003138322,佳沛金奇异果  约80g-85g,20307,20327,20336,水果/蔬菜,进口水果,进口猕猴桃
2003138332,高洁丝 亲柔无忧放肆睡棉柔丝薄夜用卫生巾 420mm 8片+送1片,21232,21431,21437,个洗清洁,卫生护理,卫生棉/卫生巾(夜用)
2003138353,圣农 鸡肉串 380g,20248,20251,20259,肉品,冷冻包装肉类,冷冻禽类
2003162633,吉香居 香菇牛肉多 100g+野山椒牛肉多 100g,20392,20393,20401,粮油副食,酱菜/榨菜,菌菇类酱菜
2003162634,Pretz/百力滋 培根芝士味装饰饼干 50g,20514,20518,20527,休闲食品,饼干,零食饼干
2003336030,惠宜 鳕鱼片 300g,20292,20293,20295,水产,冰冻水产,冰冻海水鱼
2003336032,越南进口 冻巴沙鱼柳袋装 900g,20292,20293,20300,水产,冰冻水产,冰冻切片鱼
2003336053,佳沛金奇异果大125g （个）,20307,20327,20336,水果/蔬菜,进口水果,进口猕猴桃
2003336082,科尔沁 澳洲黑椒牛排 138g,20386,22245,23016,日配/冷藏,冷冻副食,其他冷冻半成品
2003336491,Marketside 奶黄椰丝面包 3个装 约295g,20365,20389,20390,烘焙,主食面包,餐包类
2003352385,阿牧吉 原切菲力牛排 300g,20248,20260,20266,肉品,牛肉,调味牛肉
2003354561,汇源 葡萄汁 1L,20640,20734,20756,酒水饮料,果味饮料/果汁,葡萄汁
2003354564,农夫山泉 饮用天然水大瓶装 1.5L,20640,20819,20835,酒水饮料,水,矿泉水
2003354568,农夫山泉 饮用天然水  4L,20640,20819,20834,酒水饮料,水,纯净水
2003354571,KOH COCONUT 泰国进口 芒果椰子复合果汁饮料 1L,20640,20734,20757,酒水饮料,果味饮料/果汁,其他口味果汁
2003354573,Great Value/惠宜 高筋小麦粉 2.5kg,20392,20563,20569,粮油副食,面粉,标准粉
2003354578,汇源 100%桃汁 1L,20640,20734,20759,酒水饮料,果味饮料/果汁,桃汁
2003354581,Nekta/纽慧 新西兰进口 甜瓜猕猴桃汁 1L,20640,20734,23047,酒水饮料,果味饮料/果汁,果味饮料
2003415440,闽松 有机海带丝 80g,20392,20590,20605,粮油副食,南北干货,干海带
2003415444,Marketside 4英寸节庆蛋糕 约200g,20365,20374,20376,烘焙,蛋糕,冷藏蛋糕
2003511603,福禄园 尊贵双式中秋月饼 300g,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2003511604,福禄园 六福临门中秋月饼 500g,20514,20934,20943,休闲食品,中式糕点,中式糕点礼盒
2003619426,海飞丝 去屑怡神冰凉型洗发露 200ml,21232,21233,22984,个洗清洁,洗发护发,其他洗发露
2003619427,心相印 小黄人系列三层手帕纸 无香 7片*3层*12包,20987,21161,21180,日化用品,纸品湿巾,手帕纸
2003619447,好丽友 可可派巧克力味涂饰蛋类芯饼 360g,20514,20801,20806,休闲食品,西式糕点,派
2003619455,蒙牛 纯甄原味酸奶 200g*12（新旧包装，随机发货）,20386,20577,23314,日配/冷藏,常温奶制品,常温酸奶
2003619475,士力架 花生夹心巧克力全家桶 460g,20514,20702,20710,休闲食品,巧克力,果仁巧克力
2003619479,立顿 绿茶茶包 50g（25包）,20392,20990,21005,粮油副食,茶叶,绿茶
2003619481,思念 中华面点豆沙包 960g,20386,22281,22286,日配/冷藏,冷藏面点,甜包
2003619482,喜多多 椰果王罐头 200g,20640,20734,23047,酒水饮料,果味饮料/果汁,果味饮料
2003619483,HARBIN/哈尔滨 冰纯啤酒 1500ml(500ml*3),20640,20803,20816,酒水饮料,啤酒,黄啤
2003619495,乐事Lay's 薯片美国经典原味 70g/袋,20514,20678,20695,休闲食品,膨化食品,薯片/薯条
2003619500,海天 味极鲜 特级酱油  1.9L,20392,20509,20523,粮油副食,酱油,其他调味油
2003619515,舒客 清新柠檬亮齿白牙膏 120g,21232,21459,21465,个洗清洁,牙膏,清新牙膏
2003619520,立白全效馨香洗衣液3kg/袋（新老包装随机发货）,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2003619530,护舒宝 云感棉极薄日用卫生巾 240mm 16片,21232,21431,21436,个洗清洁,卫生护理,卫生棉/卫生巾(日用)
2003619531,可康 马来西亚进口 多口味果冻 480g(80g*6杯),21549,23268,23275,进口商品,进口休闲食品,其他进口休闲食品
2003619536,护舒宝 云感棉极薄棉柔表层卫生巾 25片,21232,21431,21439,个洗清洁,卫生护理,卫生棉/卫生巾(组合装)
2003619537,蒙牛 冠益乳 风味发酵乳 桑葚果粒 450g,20386,20488,20504,日配/冷藏,低温奶制品,酸奶(加味)
2003619544,心相印 红悦系列 纸面巾 130抽*3层*6包,20987,21161,21175,日化用品,纸品湿巾,软抽纸
2003619564,伊利 燕麦黄桃 风味发酵乳 250g,20386,20488,20504,日配/冷藏,低温奶制品,酸奶(加味)
2003619566,榄菊 生姜去腥洗洁精 1.8kg,20987,20989,20996,日化用品,厨房清洁品,洗洁精
2003619576,SPACE 7/七度空间 少女系列纯棉透气超薄日用卫生巾 245mm*28片装,21232,21431,21436,个洗清洁,卫生护理,卫生棉/卫生巾(日用)
2003619587,榄菊蚊香3+1家庭特惠装/盒,20987,21074,21088,日化用品,杀虫驱蚊,杀虫盘香
2003619595,护舒宝瞬洁丝薄日用护翼34片卫生巾/包,21232,21431,21436,个洗清洁,卫生护理,卫生棉/卫生巾(日用)
2003619626,长寿花 金胚玉米油 900ml,20392,20823,20831,粮油副食,食用油,玉米胚芽油
2003619639,汰渍 全效炫白洗衣粉 3kg,20987,21127,21148,日化用品,衣物清洁/护理剂,洗衣粉
2003619649,Great Value/惠宜 薰衣草除湿盒 三连装 230g*3,20987,21095,21099,日化用品,室内除湿芳香剂,干燥剂
2003619659,EVERGRANDE SPRING/恒大冰泉 长白山饮用天然矿泉水 500ml,20640,20819,20835,酒水饮料,水,矿泉水
2003619665,西兰固体清香剂(柠檬香型)70g/盒,20987,21095,21101,日化用品,室内除湿芳香剂,固体放置式清香剂
2003619676,奥丁格 德国进口 自然浑浊型小麦啤酒 500ml,21549,23276,23278,进口商品,进口酒水饮料,进口啤酒
2003619687,张君雅小妹妹 中国台湾 海苔风味休闲丸子 80g,21549,23268,23271,进口商品,进口休闲食品,进口膨化食品
2003619700,金葵青芥辣43g/支,20392,20647,20730,粮油副食,调味品,芥末油/芥末酱
2003619705,威猛先生洁厕液 柠檬草香600g*2 瓶/组,20987,21110,21112,日化用品,卫浴清洁剂,厕所清洁剂
2003619708,雀巢 1+2特浓即溶咖啡饮品 390g(30条*13g),20392,21098,21102,粮油副食,固体咖啡,即溶咖啡
2003619709,蒙牛特仑苏 谷粒牛奶 250ml*12,20386,20577,20589,日配/冷藏,常温奶制品,加味奶
2003619722,思念 葱香味手抓饼 450g,20386,22245,22271,日配/冷藏,冷冻副食,其他加工速食
2003619737,太太乐味精100g/袋,20392,20810,20813,粮油副食,调鲜品,味精
2003619738,牛浪汉 麻辣牛肉 60g,20514,20727,20743,休闲食品,肉干,牛肉干
2003619758,蓝月亮 机洗泵时代盒装 660g+600g*2+500g,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2003619785,妙洁 绒里手套灵巧型 S,21555,21726,21733,居家日用,清洁配件,清洁手套
2003619793,四季宝 柔滑花生酱超值装 390g(350+40g),20392,20482,20485,粮油副食,果酱,花生酱
2003619801,蓝月亮 漂白水 1.2kg,20987,21127,21142,日化用品,衣物清洁/护理剂,漂渍液
2003619811,华味亨 精选扁桃仁 150g,20514,20561,20591,休闲食品,坚果,其他干果
2003619816,海底捞 麻辣清油火锅底料?220g,20392,20647,20711,粮油副食,调味品,火锅底料
2003619817,金龙鱼 阳光欧洲原料葵花籽油 900ml,20392,20823,20829,粮油副食,食用油,葵花籽油
2003619851,德芙 心语礼盒限量版（牛奶夹心巧克力+摩卡榛仁巧克力） 98g(多种颜色包装随机发货）,20514,20702,20713,休闲食品,巧克力,巧克力礼盒
2003619864,新碧 水薄清爽防晒露 80g SPF30 PA+++,21232,21296,21300,个洗清洁,面部保养品,防晒/晒后修复
2003619865,欧丽薇兰 橄榄油 750ml,20392,20823,20827,粮油副食,食用油,橄榄油
2003619868,小肥羊 辣汤火锅底料 235g,20392,20647,20711,粮油副食,调味品,火锅底料
2003619884,神丹 松花鸭皮蛋 405g（270g+送135g）（6枚+送3枚）,20386,22844,22850,日配/冷藏,蛋品,松花蛋/皮蛋
2003619893,乌江 涪陵榨菜清爽鲜脆菜丝 80g,20392,20393,20443,粮油副食,酱菜/榨菜,榨菜
2003619907,智仁 蛋白质高钙牛奶麦片 700g,20392,21049,21075,粮油副食,冲调粉,麦片
2003619911,统一 绿茶茉莉味 500ml,20640,20644,20654,酒水饮料,茶饮料,绿茶饮品
2003619913,汤达人 日式豚骨拉面 125g*5 625g,20392,20949,20973,粮油副食,方便面,袋装速食面猪肉口味
2003619919,蒙牛 特仑苏低脂牛奶 250ml*12包,20386,20577,20601,日配/冷藏,常温奶制品,纯牛奶
2003619938,小肥羊 清汤火锅底料 110g,20392,20647,20711,粮油副食,调味品,火锅底料
2003619968,彩虹 糖 原果味 45g/袋,20514,20904,20923,休闲食品,硬糖,水果硬糖
2003621461,卫新 倍柔洗衣液 4.26kg,20987,21127,21149,日化用品,衣物清洁/护理剂,洗衣液
2003621490,甘竹 豆豉鲮鱼两罐装 227g*2,20392,20465,20473,粮油副食,罐头,水产类罐头
2003621497,巴黎水 法国进口 含气青柠味饮料 330ml,21549,23276,23280,进口商品,进口酒水饮料,进口饮料/矿泉水
2003621509,加多宝 凉茶（植物饮料） 250ml*16,21549,23276,23280,进口商品,进口酒水饮料,进口饮料/矿泉水
2003621517,清风 新韧纯品卫生纸 10卷 110mm*100mm（3层）,20987,21161,21182,日化用品,纸品湿巾,无芯卫生纸
