marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	42678211	R9HXJK5NX9IPY	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	very attractive and useful mircorwave	8/24/2015
US	14546777	R14FJ9TGHJN8X8	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	Whirlpool WMC20005YW 0.5 cubic ft. microwave white	Although only .5 it holds a nice size dish.  I love that the controls are at the bottom. Counter space is limited so this is peer.  Would be great in a dorm room too	8/23/2015
US	13560534	R36FKD0RA85LD2	B004ZU09QQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	1	2	N	Y	Danby 1.1 cuft microwave good unit	"Unit is lighter than expected. Cooks as expected. Door latch is hard to push, but not hard enough to move unit while opening. Light comes on as unit runs, not as door opens. Buttons are convenient for cooking, but read directions, some difference to set power levels, than other microwaves I have owned. Went with this unit, due to reviews, size and price."	8/21/2015
US	1316798	RV08WAK7KQ5C8	B00NG0FP7E	565072108	lg over-the-range microwave oven with 300 cfm venting system	Major Appliances	5	1	2	N	Y	Five Stars	Extremly satisfied	8/21/2015
US	16996448	RUMJPRPFJFIZ2	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Worked well on Sharp Carousel II	Worked well on an old Sharp Carousel II Microwave. 1 can was enough for 2 coats. First make sure you sand down and prime any rust spots so they won't show through.	8/20/2015
US	42040790	R29HSQ1GJXRRXH	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Great purchase. The microwave does the job and was ...	Great purchase.  The microwave does the job and was a great price.	8/20/2015
US	19768842	RRO2C7LNHYSSL	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Five Stars	excellent results	8/20/2015
US	36581725	ROKWTKVHCUN0D	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	"Works great, product was as describer and delivered promptly and on time."	8/20/2015
US	9939829	R23IP4R4VPCU7W	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	2	2	N	Y	Truckers Mucrowave	Perfect for semi truck at 750 watts can run on1000 watt inverter	8/20/2015
US	38328350	R3ALDVS4RB8YJD	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	47	53	N	Y	Gap on the top right	"I just received mine and, when it's running, you can see the interior light shinning through a gap on the top corner. Not sure if this is normal or safe, so I've submitted a question about it. For now, I'll give it a 3 star review for looks and the slightly annoying BANG! the door makes when it closes, pending any heating and an answer to my question. I'll update then. I'm attaching pictures of the gap.<br /><br />UPDATE (9/26/2015): Well, the gap doesn't seem to be a normal feature, but it doesn't seem to affect the operation of the microwave oven in any way. I mostly use it for heating up leftovers and it works great for that purpose, have not tried it for any serious cooking. The loud door is far more tolerable now after a few uses, barely noticeable. Updating my review to 4 stars, won't do five only because of that gap."	8/19/2015
US	30384634	R7LFUNGK7ZW6L	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Five Stars	Works well with proper preparation.	8/19/2015
US	33685362	RYUZHTA87W6I9	B003KI1W3I	984005611	sharp rmotda252wrzz microwave turntable motor	Major Appliances	3	0	1	N	N	I'm an IDIOT	"I am giving three (3) stars because I have to.  In order to get this message on-to the page I must (RATE) the product?  Well,  this is a first and more-than-likely, my last attempt to rate a product before receiving it?I have the (OLDER) SHARP MODEL # R-410LW.  It is no longer (if ever) listed on SHARPS pages for repair OEM?  Well, I am guessing (and ordering) this:  &#34;RMOTDA252WRZZ&#34;... ...HOWEVER, MY (burned up) SHARP motor is: # &#34;RMOTDA264WRZZ&#34;  but I'm thinking that the RPM (3) three... is the same... 60Hz... is the same...120 V...is the same...2W...is the same...so, I'll (maybe) be losing money on this part but the same one is: $36.00?  Wish me?  Stupid...I know!"	8/19/2015
US	47830216	R2UQX5X29O3ICI	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	But it fits where we wanted it just perfect and we like the looks	We ordered it for a boat that we are rebuilding not real sure how its going to work yet. But it fits where we wanted it just perfect and we like the looks. That is about all I can tell you at the present time.  Terry	8/19/2015
US	34078104	R3MSBQ3L6OIFIP	B003KI1W3I	984005611	sharp rmotda252wrzz microwave turntable motor	Major Appliances	5	0	0	N	Y	Five Stars	Good	8/18/2015
US	52830657	RPR2PCYD8LDEM	B004ZU09QQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	It's pretty powerful. It looks as if there are many ...	Needed one in a hurry and my teen bought this. It's pretty powerful. It looks as if there are many brands that are actually this same machine.	8/18/2015
US	48862363	R17Z5LA3XNPOSX	B00EU7AMX4	991090482	ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection	Major Appliances	5	0	1	N	Y	What a great unit! Took some fiddling to install but the ...	What a great unit!  Took some fiddling to install but the unit itself is really very nice.	8/18/2015
US	13408354	R1V1MIFZU32A97	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	3	3	N	Y	The fabuous whirlpool mini!	"I had found a small blue cube micro wave some years ago.  After 16 years of service it finally wore out.  I love the cube shape and took a risk on ordering this little gem.  I couldn't be happier.  It is the great same size, the outside is fabulous and it has more power than the last microwave. Would not hesitate to purchase this again! Totally worth the price."	8/18/2015
US	43476708	R33HSAVWTVNLG6	B00NG0FP7E	565072108	lg over-the-range microwave oven with 300 cfm venting system	Major Appliances	5	0	1	N	Y	Five Stars	Love LG products. Got product in a timely manner.	8/18/2015
US	43776930	R37VRG2JRLUORR	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	2	2	N	Y	"Nothing special, but fits the bill."	"Works well enough for my purposes. Just the right size. I dig the 1 touch feature for 30 seconds (start) and minutes (number buttons). It's also good that it has the removable glass rotator thingy. What brings the star count down are the button sizes themselves – super tiny, and the handle. While this microwave is nice and light and the door seals well, that doesn't make for a good combination for opening the door. So I have to hold one side to apply opposite pressure to open the door. I think this could be solved with some super rubber feet, but I shouldn't have to add them myself."	8/17/2015
US	2200793	R1UFH7URKHIN3E	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	1	1	N	Y	Received defected item	Came in brand new package but item doesn't work at all.	8/17/2015
US	43357025	R3M0JKAJ6MB493	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	1	N	Y	but it heats quickly and is very easy to clean	"You can't use the &#34;cook&#34; feature with a timer going on the machine, but it heats quickly and is very easy to clean."	8/16/2015
US	47563179	RE5FI6X7K940Q	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Got it sooner thank you	8/15/2015
US	52927350	R4IVJK585QSVN	B000W3JHHM	943347999	pem31smss ge profile spacemaker countertop microwave oven stainless steel	Major Appliances	4	0	0	N	N	This has been a good microwave for us	"This has been a good microwave for us. Sure the paint has peeled inside, but for us it was only after 2-3 years. I just scraped it off; it is not needed for cooking. The thing that we really like is that the styling on the front completely matches our Jenn-aire stove right below it. Cooking wise, it has been fine, and heavily used for many years. It is now reaching end of life, and I am struggling to find a replacement that fits the space and matches the stove."	8/15/2015
US	45699801	R191WJ8DHZTEB3	B00EU7AMX4	991090482	ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection	Major Appliances	1	6	9	N	Y	it looks like it is cooking but the water is at room ...	"It came slightly damaged but main problem is that it does not heat at all in any functions.  I have tried to heat a cup of water with Microwave Express, it looks like it is cooking but the water is at room temperature after 30 seconds.  Then I have tried all the functions and none of them work.  The surface light and the vent fan works fine.  I really should try it before I install it.  Now I have all the trouble to remove it and install another one.<br /><br />I order it from Amazon and contacted both the seller Home Care Company.  Since it is Saturday so I will have to wait up to two working days to to get a respond from Home Care Company.  I am not sure what will happen but I am not recommend to buy this product or buy it online."	8/15/2015
US	21251181	RX0KIGMX2MNAG	B0043GDSR4	166483932	ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection	Major Appliances	5	0	0	N	N	So far so good!	3yrs and counting. So far so good!	8/13/2015
US	9762969	R33QQZWE5WZ1MK	B0073YCGK8	542519500	"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt"	Major Appliances	5	1	1	N	Y	Easy install.  Looks great.  Works great.	"Lighter than the GE one it replaced.  Easy, simple to use TouchPad.  Installation was easy and I am not the best when it comes to installation of appliances.  I usually pay someone but the previous reviews indicated it was simple and they were right.  You just need 2 people when you are ready to lift it up and hang it in place."	8/13/2015
US	33552683	R2XD9H8S4VPDDT	B00NG0FP7E	565072108	lg over-the-range microwave oven with 300 cfm venting system	Major Appliances	5	3	4	N	Y	"Great microwave, I would purchase again."	"Install was really easy, and the microwave looks and works great. The buttons are really touch sensitive and it seems to clean very easily."	8/13/2015
US	15901046	R2OXNE998ILXLZ	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	Amazon reviews were misleading.	"One of my worst Amazon purchases. I hate this microwave and deeply regret purchasing it.  It is GIANT and heavy, sits crooked on a flat surface, and heats food unevenly!  You can get WAY better for LESS MONEY!!!!!  Shocked, because usually Amazon reviews are so spot on."	8/12/2015
US	32907120	R1CXMZHGT72D65	B00NG0FP7E	565072108	lg over-the-range microwave oven with 300 cfm venting system	Major Appliances	5	0	1	N	Y	Five Stars	Just installed it  that part was easy	8/12/2015
US	121139	RUXO2SYPJHRAR	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	1	N	N	Pretty good so far. . .	"After having read reviews for more expensive upmarket brand microwaves like LG and Panasonic, we went to our local (Canadian) Wal Mart to see what they had.<br /><br />The first thing I noticed about this one is that it is completely stainless steel: front AND back; outside and inside; all around. It looks like a professional food service microwave. To me, the stainless steel interior is easier to clean than a white painted one.<br /><br />We have heard that microwave ovens don't last like they used to (we have one low quality unbranded OTR one in a mobile home at the moment which was new in 1995 & still working as well as it ever did, and another LG 900 watt in an RV from 2004, also a good runner at this writing, July 2013).<br /><br />We didn't want to spend a lot of money if the microwave was only going to last a couple of years. Well, with this Danby, we have a two year replacement warranty. If it dies before its time, we either get a new one or a refund of the money we spent on this one. Fair enough, I thou... Read more"	8/11/2015
US	13920155	R1DDJOZCYZBOT9	B00009V3X6	459626087	sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves	Major Appliances	5	2	3	N	Y	I couldn't enjoy our travels in our RV if I didn't have ...	I couldn't enjoy our travels in our RV if I didn't have my Sharp convection/microwave oven. I just love it !	8/11/2015
US	42272630	R2A9T9J3IZ5H5E	B002I9QFNC	838179571	hmv3051u 300 series 1.6 cu. ft. over-the range microwave oven with 1000 watts 10 microwave power levels automatic shut off and lcd display: stainless	Major Appliances	1	6	6	N	N	Won't be buying Bosch again...	"I've had this microwave for 10 months, and already the handle broke (apparently like everyone else's).  Dealing with the Bosch customer service group has been horrible...required like 8 phone calls to get a replacement part ordered under warranty, and then they wanted $99 for a tech to install it.  I finally convinced them to just send me the part for free so I could install it myself.  After removing the plastic trim from the inside, discovered that the screw holding the top part of the handle is behind a metal piece that seemed impossible to remove.  I just drilled through the metal and was able to get it done.  Whew!"	8/10/2015
US	35553621	R3EPBXK1X7BZDI	B0073YCGPI	731025324	whirlpool wmh31017aw microwave	Major Appliances	5	0	0	N	Y	Excellent Microwave -- does the job!	"Excellent product -- does the job.  I have one in my home, and when an older over-the-stove unit failed in a rental, I immediately ordered another.  A few things are tricky in the install, but were easily and quickly resolved.  Tenants happy, I'm happy.  In this case, the older unit had limited functionality, the Whirlpool has several features new to them that are real benefits."	8/10/2015
US	39828584	R1HFUJLGGZLA2X	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	0	0	N	Y	Five Stars	love it!	8/9/2015
US	12284007	R1SGRCSYQEMI0F	B001QFYDSI	295520151	sharp microwave drawer oven	Major Appliances	5	0	0	N	Y	Great drawer microwave	"We really like the look of this microwave. We used the same model in our last home and liked it and just had a new home built and chose to have the same model installed in our new kitchen. We have never had any issues with it. It is classy looking, large enough for a casserole dish, and heats well."	8/9/2015
US	17681666	R198VUDI60EYSE	B008MD2RH6	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	2	4	4	N	Y	microwave worked fine when I bought back in March '15	microwave worked fine when I bought back in March '15; then a few days ago it would not turn on. Will not buy Danby microwaves again.	8/9/2015
US	15944240	R2VDH787K2ZDVS	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	2	2	3	N	Y	to the point where it's annoying. If I had known this before I purchased ...	"When you close the door, it is VERY loud, to the point where it's annoying. If I had known this before I purchased it, I would have bought a more expensive one to not deal with the noise every time it closes. The plastic covering the buttons is already ripping, had it for less than a year. Other than that, it works fine."	8/9/2015
US	11216874	RJSZGT70TBDBX	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	1	N	Y	Still in the box	"Purchased this for college student and it has not been used yet. Still in the original box. Looks nice, however."	8/9/2015
US	24044335	R1LKTKXR8G1437	B00012ORT2	305608994	sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves	Major Appliances	5	0	1	N	Y	Five Stars	Awesome!	8/9/2015
US	5679534	R2UDBTRZJPU09T	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	0	N	Y	but it is a little slow and worse of all it has no way to quickly add ...	"Microwave and reheat function works well, but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute. You must always either select a mode or manually enter the cook time before starting."	8/8/2015
US	2715832	R2487ZJ2GCE02N	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Very good item	8/7/2015
US	16496840	R33PO0Y4KJSRIB	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	Love it!	"I was reluctant to get a microwave because of limited counter space that I have in my tiny apartment, so I talked myself out of not needing a microwave. But then I realize how convenient it is to have one and found this one that's just the right size, that's when I knew I had to get it. But don't let its size fool you...it can fit a full sized dinner plate. Five star for sleek design and function. Love it!"	8/6/2015
US	16779914	R32U84HFYW9RAB	B004ZUWBVW	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	"Great price, great microwave"	"The microwave does what it's supposed to do and is easy to use. I like the express settings so when you press any single digit it automatically puts in that amount of minutes. It is great for urban kitchen needs. For smaller kitchens, doesn't take up too much space or for bringing up flights of stairs it is nice and light. Really compact, heats up food well. Great for the price."	8/6/2015
US	18164108	R243KI1FG0AU9V	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	4	2	2	N	Y	Very good but smelly	"Our microwave was working fine, but had a number of rusty spots.  I cleaned the inside really well and sanded the spots to bare metal.  There was enough paint in the can to cover the spots as well as put a light layer on the remainder of the interior.  i.e. to give a uniform color appearance.  The only issue is that it took a week for it to air out.  You could still smell it a couple of weeks later.  But eventually it went away.  Overall, I'm happy.  The 10-yr microwave continues to work well and now it looks nice again too."	8/5/2015
US	37140085	R2WZZTZYTMETND	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	5	2	2	N	Y	A real beauty!	What a beautiful micro.  I love it.  Works great.	8/5/2015
US	13834456	R3E7YAWJUADFEN	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Very satisfied	"For the low price, it works very well. Compact and nice looking."	8/5/2015
US	16390693	R2DJ78G40RCH9Z	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	excellent!	"Excellent! I love the shape and size, perfect for a small kitchen"	8/4/2015
US	41449260	RN8OH8WQQAE3Z	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Better than expected!	Had not heard of this brand. Was a little unsure about purchasing.  Really nice looking and very quiet!  Great value!	8/4/2015
US	38581912	R1J4VBBQ7CY8LY	B0073YCGK8	542519500	"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt"	Major Appliances	1	4	6	N	N	Whirlpool has turned into garbage	"After only two years of owning this microwave it started arcing when started. I looked into replacing the HV Diode and the HV Capacitor but those parts were damaged because the magnetron went bad. It was cheaper to replace the whole microwave than order parts and fix myself. Truly disappointed in Whirlpool and their products. The matching Whirlpool gold french door fridge we bought at the same time just had almost $1,000 worth of repairs. After only two years!!! These are cheaply made disposable pieces of garbage."	8/4/2015
US	1103910	RRC3S9SHXY1XP	B0073YCGPI	731025324	whirlpool wmh31017aw microwave	Major Appliances	5	0	0	N	Y	Five Stars	very good	8/4/2015
US	35729606	R2S6C5PBXVCHFD	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	"This is the best, most efficient little microwave we have ever had."	8/4/2015
US	993508	R1RCBMXTERHOHJ	B00012ORT2	305608994	sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves	Major Appliances	5	0	1	N	Y	Five Stars	Easily installed it is both attractive and operates easily	8/3/2015
US	14065351	RTRM5DKF96E9D	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	This is the perfect size for the space we have and I think ...	This is the perfect size for the space we have and I think it's the only one that will fit! And good quality.	8/2/2015
US	17321040	R32N9OYUHZYHKB	B00NG0FP7E	565072108	lg over-the-range microwave oven with 300 cfm venting system	Major Appliances	2	21	22	N	Y	Not very happy with the new design	"I had the older version 2083ST and it stopped working so I replaced it with this microwave - has identical size and older model does not exist.<br /><br />Two aspects were problematic from the prior model - one of the mounting screws was located in the wrong position, thankfully the wall bracket and one of the screws aligned perfectly. So had to drill one more screw. However, the two screws are not symmetrical i..e the distance from the sides of the microwave are different. This is bad engineering, as the center of gravity is not the center.<br />Second, the interior is grey, so we cannot be see the food cooking. Moreover, the bottom of the outside panel is tinted (or black) so unless you are 6 ft tall, you cannot see the very dark interior with very small light.<br />Further, the microwave arrived with the mounting bracket (which was located at the top of the microwave carton) bent; thankfully, we had the older one, we did not have to use it.<br />Overall, disappointed with LG design and there is no backward compatibility with older models."	8/2/2015
US	36366886	R39MLY03O5BEIB	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	I wonder if they will ever produce a microwave that only beeps once!	8/2/2015
US	197189	R24L0SMFBBZ6HY	B00NQFSSWS	692404913	samsung counter top microwave	Major Appliances	5	0	0	N	Y	Five Stars	I m happy with it	8/1/2015
