MatchID,TeamID,OriginPlayerID,DestinationPlayerID,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y
1,Huskies,Huskies_M3,Huskies_D3,1H,763.935874,Simple pass,31,4,26.0,15.0
1,Huskies,Huskies_D3,Huskies_D2,1H,766.375013,Simple pass,26,15,28.0,46.0
1,Huskies,Huskies_D2,Huskies_D1,1H,768.959506,Simple pass,28,46,27.0,75.0
1,Huskies,Huskies_M1,Huskies_F2,1H,831.334785,Simple pass,20,54,23.0,63.0
1,Huskies,Huskies_F2,Huskies_F1,1H,833.172272,Head pass,23,63,31.0,97.0
1,Huskies,Huskies_F3,Huskies_M2,1H,876.588559,Simple pass,41,13,37.0,25.0
1,Huskies,Huskies_M2,Huskies_F3,1H,877.617215,Simple pass,37,25,44.0,11.0
1,Huskies,Huskies_D3,Huskies_F3,1H,888.4075290000001,High pass,43,40,76.0,8.0
1,Opponent1,Opponent1_G1,Opponent1_D2,1H,907.7689559999999,Simple pass,19,61,42.0,16.0
1,Opponent1,Opponent1_D2,Opponent1_F1,1H,911.123578,High pass,42,16,85.0,48.0
1,Huskies,Huskies_D1,Huskies_F3,1H,918.981968,Simple pass,29,79,54.0,51.0
1,Huskies,Huskies_D2,Huskies_D1,1H,940.1473020000001,Simple pass,28,49,27.0,80.0
1,Opponent1,Opponent1_F2,Opponent1_M1,1H,948.626794,Simple pass,30,16,37.0,33.0
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,952.7279269999999,Simple pass,37,33,47.0,54.0
1,Opponent1,Opponent1_M1,Opponent1_F1,1H,974.1612279999999,Simple pass,58,10,73.0,15.0
1,Huskies,Huskies_M2,Huskies_D2,1H,977.6426839999999,Simple pass,36,73,27.0,85.0
1,Opponent1,Opponent1_F1,Opponent1_M1,1H,978.084482,Simple pass,71,20,56.0,26.0
1,Opponent1,Opponent1_M1,Opponent1_D3,1H,978.8876990000001,Simple pass,56,26,63.0,60.0
1,Opponent1,Opponent1_D3,Opponent1_M1,1H,983.6546209999999,Simple pass,63,60,60.0,36.0
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,987.186874,Simple pass,60,36,71.0,67.0
1,Opponent1,Opponent1_M2,Opponent1_D3,1H,989.23669,Simple pass,71,67,57.0,71.0
1,Opponent1,Opponent1_D3,Opponent1_M1,1H,991.2322529999999,Simple pass,57,71,55.0,52.0
1,Opponent1,Opponent1_M1,Opponent1_D2,1H,995.008376,Simple pass,55,52,58.0,32.0
1,Opponent1,Opponent1_D2,Opponent1_M3,1H,997.7131509999999,Simple pass,58,32,65.0,40.0
1,Opponent1,Opponent1_M3,Opponent1_M1,1H,999.236592,Simple pass,65,40,64.0,56.0
1,Opponent1,Opponent1_M1,Opponent1_D2,1H,1002.00926,Simple pass,64,56,75.0,30.0
1,Opponent1,Opponent1_D2,Opponent1_F2,1H,1003.7057460000001,Simple pass,75,30,72.0,59.0
1,Opponent1,Opponent1_M2,Opponent1_M2,1H,1017.845967,Simple pass,78,18,74.0,8.0
1,Opponent1,Opponent1_M2,Opponent1_M1,1H,1018.9772439999999,Simple pass,74,8,64.0,40.0
1,Opponent1,Opponent1_M1,Opponent1_F2,1H,1024.129555,Simple pass,64,40,69.0,58.0
1,Opponent1,Opponent1_F2,Opponent1_M1,1H,1025.488721,Simple pass,69,58,64.0,53.0
1,Opponent1,Opponent1_M1,Opponent1_D3,1H,1026.600096,Simple pass,64,53,74.0,83.0
1,Opponent1,Opponent1_D3,Opponent1_F2,1H,1032.126828,Simple pass,74,83,66.0,67.0
1,Opponent1,Opponent1_M3,Opponent1_D3,1H,1048.457823,Simple pass,80,79,80.0,84.0
1,Huskies,Huskies_D3,Huskies_G1,1H,1080.525643,Simple pass,15,18,13.0,45.0
1,Huskies,Huskies_G1,Huskies_M1,1H,1083.673768,High pass,13,45,39.0,97.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1086.548868,Head pass,39,97,31.0,77.0
1,Huskies,Huskies_D1,Huskies_M3,1H,1088.3517,Simple pass,31,77,33.0,47.0
1,Huskies,Huskies_M3,Huskies_D3,1H,1092.134846,Simple pass,33,47,29.0,12.0
1,Huskies,Huskies_D3,Huskies_D4,1H,1098.1089,Simple pass,71,8,72.0,7.0
1,Huskies,Huskies_D3,Huskies_D1,1H,1114.347374,Simple pass,58,8,41.0,73.0
1,Huskies,Huskies_M3,Huskies_M1,1H,1124.056621,Simple pass,62,62,62.0,72.0
1,Huskies,Huskies_M1,Huskies_F2,1H,1128.904817,Simple pass,62,72,70.0,78.0
1,Huskies,Huskies_F2,Huskies_M1,1H,1129.81297,Simple pass,70,78,74.0,60.0
1,Huskies,Huskies_M1,Huskies_F1,1H,1145.628269,Simple pass,65,96,70.0,98.0
1,Huskies,Huskies_F1,Huskies_F2,1H,1148.496105,Simple pass,70,98,68.0,83.0
1,Huskies,Huskies_F2,Huskies_D3,1H,1150.556157,Simple pass,68,83,66.0,38.0
1,Huskies,Huskies_D3,Huskies_D4,1H,1154.053777,Simple pass,66,38,79.0,4.0
1,Huskies,Huskies_M2,Huskies_M1,1H,1184.199743,Simple pass,70,8,65.0,61.0
1,Opponent1,Opponent1_D2,Opponent1_G1,1H,1212.753315,Simple pass,33,14,18.0,55.0
1,Opponent1,Opponent1_G1,Opponent1_F3,1H,1228.919596,Launch,18,55,76.0,88.0
1,Huskies,Huskies_M3,Huskies_D4,1H,1234.888756,Simple pass,28,19,19.0,5.0
1,Huskies,Huskies_D4,Huskies_D2,1H,1237.056443,Simple pass,19,5,21.0,39.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1240.195071,Simple pass,21,39,27.0,76.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1243.277878,Simple pass,27,76,40.0,96.0
1,Huskies,Huskies_M1,Huskies_F1,1H,1246.983038,High pass,40,96,74.0,98.0
1,Huskies,Huskies_M2,Huskies_G1,1H,1285.762328,Head pass,29,52,12.0,43.0
1,Huskies,Huskies_G1,Huskies_M1,1H,1299.229819,High pass,12,43,44.0,81.0
1,Huskies,Huskies_M1,Huskies_F2,1H,1304.927402,Simple pass,44,81,49.0,75.0
1,Huskies,Huskies_F2,Huskies_D1,1H,1306.588143,Simple pass,49,75,34.0,80.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1308.752362,Simple pass,34,80,28.0,51.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1311.029947,Simple pass,28,51,38.0,24.0
1,Huskies,Huskies_D3,Huskies_M1,1H,1314.932615,Simple pass,38,24,42.0,67.0
1,Huskies,Huskies_M1,Huskies_F2,1H,1317.250553,Simple pass,42,67,54.0,92.0
1,Huskies,Huskies_F2,Huskies_M1,1H,1318.781728,Simple pass,54,92,61.0,79.0
1,Huskies,Huskies_F1,Huskies_F2,1H,1323.783423,Simple pass,70,98,72.0,100.0
1,Huskies,Huskies_F3,Huskies_D2,1H,1336.828397,Simple pass,60,92,53.0,78.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1338.621719,Simple pass,53,78,61.0,18.0
1,Huskies,Huskies_D3,Huskies_M3,1H,1342.78861,Simple pass,61,18,55.0,51.0
1,Huskies,Huskies_M3,Huskies_M1,1H,1347.364783,Simple pass,55,51,51.0,68.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1351.186662,Simple pass,51,68,62.0,99.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1355.635433,Simple pass,62,99,58.0,93.0
1,Huskies,Huskies_M1,Huskies_D2,1H,1357.802034,Simple pass,58,93,45.0,60.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1360.51092,Simple pass,45,60,53.0,29.0
1,Huskies,Huskies_D3,Huskies_M2,1H,1364.552237,Simple pass,53,29,65.0,22.0
1,Huskies,Huskies_M2,Huskies_M3,1H,1365.514369,Simple pass,65,22,59.0,37.0
1,Huskies,Huskies_M3,Huskies_M2,1H,1367.816744,Simple pass,60,33,57.0,23.0
1,Huskies,Huskies_M2,Huskies_M3,1H,1368.148627,Simple pass,57,23,68.0,7.0
1,Huskies,Huskies_M3,Huskies_D3,1H,1371.360714,Simple pass,68,7,51.0,20.0
1,Huskies,Huskies_D3,Huskies_D2,1H,1373.937659,Simple pass,51,20,47.0,56.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1377.038876,Simple pass,47,56,60.0,87.0
1,Huskies,Huskies_D1,Huskies_F1,1H,1380.185092,Simple pass,60,87,68.0,97.0
1,Huskies,Huskies_F1,Huskies_D1,1H,1382.378471,Simple pass,68,97,89.0,96.0
1,Huskies,Huskies_D1,Huskies_D4,1H,1384.757142,Cross,89,96,98.0,3.0
1,Huskies,Huskies_M2,Huskies_D4,1H,1480.756475,Simple pass,50,13,50.0,7.0
1,Huskies,Huskies_D4,Huskies_D3,1H,1482.471513,Simple pass,50,7,39.0,15.0
1,Huskies,Huskies_F3,Huskies_D3,1H,1497.018515,Simple pass,57,10,53.0,5.0
1,Huskies,Huskies_D3,Huskies_G1,1H,1539.323848,Simple pass,11,18,3.0,33.0
1,Huskies,Huskies_G1,Huskies_F1,1H,1542.460396,High pass,3,33,39.0,98.0
1,Huskies,Huskies_F2,Huskies_M3,1H,1563.565089,Simple pass,53,75,41.0,75.0
1,Huskies,Huskies_M3,Huskies_D1,1H,1565.577677,Simple pass,41,75,35.0,79.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1566.797006,Simple pass,35,79,31.0,47.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1569.287655,Simple pass,31,47,43.0,12.0
1,Huskies,Huskies_D3,Huskies_M2,1H,1573.214242,Simple pass,43,12,61.0,17.0
1,Huskies,Huskies_M2,Huskies_D3,1H,1574.779483,Simple pass,61,17,58.0,39.0
1,Huskies,Huskies_D3,Huskies_M1,1H,1577.213654,Simple pass,58,39,47.0,71.0
1,Huskies,Huskies_M1,Huskies_M3,1H,1587.209976,Simple pass,47,71,40.0,81.0
1,Huskies,Huskies_M3,Huskies_D2,1H,1589.202639,Simple pass,40,81,48.0,31.0
1,Huskies,Huskies_D2,Huskies_F2,1H,1591.554177,Simple pass,48,31,48.0,26.0
1,Huskies,Huskies_F2,Huskies_D3,1H,1598.02757,Simple pass,48,26,66.0,7.0
1,Huskies,Huskies_M1,Huskies_F2,1H,1633.128835,Simple pass,47,42,56.0,34.0
1,Huskies,Huskies_F2,Huskies_D4,1H,1637.294235,Simple pass,71,25,80.0,5.0
1,Huskies,Huskies_D4,Huskies_F2,1H,1640.147845,Simple pass,80,5,74.0,25.0
1,Huskies,Huskies_G1,Huskies_D1,1H,1657.171668,Hand pass,9,27,38.0,81.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1665.270361,Simple pass,38,81,33.0,54.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1669.642262,Simple pass,33,54,39.0,80.0
1,Huskies,Huskies_D1,Huskies_F2,1H,1671.45486,Simple pass,39,80,51.0,93.0
1,Huskies,Huskies_F2,Huskies_D1,1H,1673.213406,Simple pass,51,93,42.0,85.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1677.421522,Simple pass,42,85,35.0,57.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1679.747834,Simple pass,35,57,46.0,19.0
1,Huskies,Huskies_D3,Huskies_D4,1H,1683.925207,Simple pass,46,19,49.0,5.0
1,Huskies,Huskies_D4,Huskies_M3,1H,1685.592344,Simple pass,49,5,55.0,18.0
1,Huskies,Huskies_M3,Huskies_M2,1H,1687.033235,Simple pass,55,18,57.0,13.0
1,Huskies,Huskies_M2,Huskies_D4,1H,1688.522032,Simple pass,57,13,50.0,6.0
1,Opponent1,Opponent1_M1,Opponent1_M2,1H,1693.228444,Simple pass,38,72,62.0,67.0
1,Huskies,Huskies_M2,Huskies_F1,1H,1704.03903,Simple pass,23,76,47.0,96.0
1,Huskies,Huskies_M1,Huskies_M3,1H,1746.903336,Simple pass,56,75,54.0,40.0
1,Huskies,Huskies_M3,Huskies_D3,1H,1750.189462,Simple pass,54,40,59.0,13.0
1,Huskies,Huskies_D3,Huskies_D2,1H,1754.896087,Simple pass,59,13,59.0,52.0
1,Huskies,Huskies_D2,Huskies_F2,1H,1757.479116,Simple pass,59,52,63.0,87.0
1,Opponent1,Opponent1_F1,Opponent1_F2,1H,1791.104249,Simple pass,79,14,68.0,18.0
1,Opponent1,Opponent1_F2,Opponent1_D4,1H,1794.176617,Simple pass,68,18,51.0,49.0
1,Opponent1,Opponent1_D4,Opponent1_M1,1H,1797.149069,Simple pass,51,49,54.0,57.0
1,Opponent1,Opponent1_M1,Opponent1_F1,1H,1799.09619,High pass,54,57,90.0,15.0
1,Opponent1,Opponent1_F1,Opponent1_D1,1H,1804.670882,Simple pass,90,15,73.0,8.0
1,Opponent1,Opponent1_D1,Opponent1_F2,1H,1808.428454,Simple pass,73,8,82.0,23.0
1,Huskies,Huskies_D2,Huskies_G1,1H,1812.953534,Simple pass,9,76,8.0,51.0
1,Huskies,Huskies_G1,Huskies_M1,1H,1822.710938,High pass,8,51,37.0,97.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1826.660725,Simple pass,37,97,23.0,88.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1829.697402,Simple pass,23,88,30.0,56.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1832.538832,Simple pass,30,56,32.0,15.0
1,Huskies,Huskies_D3,Huskies_M3,1H,1836.667946,Simple pass,32,15,31.0,30.0
1,Huskies,Huskies_M3,Huskies_D2,1H,1838.558993,Simple pass,31,30,24.0,66.0
1,Huskies,Huskies_D2,Huskies_D1,1H,1841.354526,Simple pass,24,66,29.0,87.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1846.845569,Simple pass,49,89,60.0,96.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1848.000515,Simple pass,60,96,59.0,88.0
1,Huskies,Huskies_D1,Huskies_M1,1H,1851.737334,Simple pass,59,88,59.0,96.0
1,Huskies,Huskies_M1,Huskies_F1,1H,1855.768635,Simple pass,59,96,65.0,97.0
1,Huskies,Huskies_F1,Huskies_M1,1H,1857.827687,Simple pass,65,97,35.0,98.0
1,Huskies,Huskies_M1,Huskies_D1,1H,1860.404204,Simple pass,35,98,42.0,75.0
1,Huskies,Huskies_D1,Huskies_D2,1H,1863.162182,Simple pass,42,75,36.0,49.0
1,Huskies,Huskies_D2,Huskies_D3,1H,1867.026749,Simple pass,36,49,43.0,7.0
1,Huskies,Huskies_D3,Huskies_F2,1H,1871.0774390000001,Simple pass,43,7,62.0,15.0
1,Huskies,Huskies_F2,Huskies_D3,1H,1877.423511,Simple pass,62,15,46.0,15.0
1,Huskies,Huskies_D3,Huskies_M1,1H,1880.0312840000001,Simple pass,46,15,52.0,50.0
1,Huskies,Huskies_M3,Huskies_D1,1H,1888.719293,Simple pass,58,56,58.0,90.0
1,Huskies,Huskies_D1,Huskies_M3,1H,1893.355778,Simple pass,58,90,59.0,71.0
1,Huskies,Huskies_M3,Huskies_D1,1H,1897.0408900000002,Simple pass,59,71,59.0,97.0
1,Opponent1,Opponent1_M2,Opponent1_M1,1H,1999.1756610000002,Simple pass,91,93,84.0,92.0
1,Opponent1,Opponent1_F2,Opponent1_D1,1H,2033.7884960000001,Simple pass,78,81,53.0,54.0
1,Opponent1,Opponent1_D1,Opponent1_M3,1H,2037.291987,Simple pass,53,54,58.0,34.0
1,Opponent1,Opponent1_M3,Opponent1_D2,1H,2078.86416,Simple pass,30,16,14.0,25.0
1,Opponent1,Opponent1_D2,Opponent1_F1,1H,2080.274576,High pass,14,25,54.0,28.0
1,Huskies,Huskies_M1,Huskies_M3,1H,2118.764274,Simple pass,39,96,43.0,88.0
1,Huskies,Huskies_M3,Huskies_M1,1H,2119.149915,Simple pass,43,88,38.0,91.0
1,Huskies,Huskies_M1,Huskies_D2,1H,2120.051016,Simple pass,38,91,27.0,57.0
1,Huskies,Huskies_D2,Huskies_D1,1H,2121.197577,Simple pass,27,57,27.0,90.0
1,Huskies,Huskies_D1,Huskies_D3,1H,2123.417423,High pass,27,90,31.0,13.0
1,Huskies,Huskies_M2,Huskies_M3,1H,2156.892131,Simple pass,42,18,44.0,23.0
1,Opponent1,Opponent1_D3,Opponent1_D2,1H,2160.647917,Simple pass,30,78,31.0,30.0
1,Opponent1,Opponent1_D2,Opponent1_D1,1H,2164.441078,Simple pass,31,30,34.0,14.0
1,Opponent1,Opponent1_D1,Opponent1_F2,1H,2169.746612,Simple pass,34,14,42.0,9.0
1,Opponent1,Opponent1_F2,Opponent1_D2,1H,2171.979814,Simple pass,42,9,43.0,6.0
1,Huskies,Huskies_D2,Huskies_F1,1H,2179.707154,Head pass,34,95,26.0,99.0
1,Huskies,Huskies_F1,Huskies_D1,1H,2183.016682,Simple pass,26,99,27.0,90.0
1,Huskies,Huskies_D1,Huskies_D2,1H,2184.710294,Simple pass,27,90,19.0,73.0
1,Huskies,Huskies_D2,Huskies_D3,1H,2187.707719,Simple pass,19,73,20.0,24.0
1,Huskies,Huskies_D3,Huskies_M3,1H,2190.098122,Simple pass,20,24,33.0,53.0
1,Huskies,Huskies_M3,Huskies_M2,1H,2198.159963,Simple pass,59,28,55.0,12.0
1,Opponent1,Opponent1_M3,Opponent1_F2,1H,2203.708633,Simple pass,34,63,42.0,37.0
1,Opponent1,Opponent1_F2,Opponent1_M1,1H,2207.635025,Simple pass,47,53,47.0,64.0
1,Opponent1,Opponent1_M1,Opponent1_D1,1H,2210.236728,High pass,47,64,99.0,16.0
1,Huskies,Huskies_D1,Huskies_M2,1H,2218.92057,Simple pass,4,72,21.0,69.0
1,Huskies,Huskies_M2,Huskies_M3,1H,2223.951002,Simple pass,44,65,36.0,54.0
