skc,year_id,season_id,tiny_class_code,tag_price
522572115544,2017,None,27050401,161.25
996572115544,2017,None,27050401,123.75
102572115555,2017,None,27050401,98.75
105572115555,2017,None,27050401,98.75
296572115555,2017,None,27050401,98.75
390572115555,2017,None,27050401,248.75
590572115555,2017,None,27050401,161.25
896572115555,2017,None,27050401,98.75
196572115566,2017,None,27050401,98.75
296572115566,2017,None,27050401,198.75
396572115566,2017,None,27050401,161.25
496572115566,2017,None,27050401,161.25
632572115566,2017,None,27050401,161.25
796572115566,2017,None,27050401,198.75
396572115577,2017,None,27050401,223.75
896572115577,2017,None,27050401,123.75
196572115588,2017,None,27050401,173.75
596572115588,2017,None,27050401,123.75
696572115588,2017,None,27050401,161.25
896572115588,2017,None,27050401,161.25
996572115588,2017,None,27050401,98.75
196572115599,2017,None,27050401,98.75
296572115599,2017,None,27050401,161.25
396572115599,2017,None,27050401,123.75
672572115599,2017,None,27050401,123.75
796572115599,2017,None,27050401,123.75
996572115599,2017,None,27050401,98.75
290572115610,2017,None,27050401,173.75
596572115610,2017,None,27050401,123.75
695572115610,2017,None,27050401,98.75
696572115610,2017,None,27050401,98.75
732572115610,2017,None,27050401,73.75
771572115610,2017,None,27050401,73.75
296572115621,2017,None,27050401,223.75
357572115632,2017,None,27050401,73.75
372572115632,2017,None,27050401,73.75
396572115632,2017,None,27050401,73.75
596572115632,2017,None,27050401,98.75
196572115643,2017,None,27050401,98.75
296572115643,2017,None,27050401,98.75
396572115643,2017,None,27050401,98.75
702572115654,2017,None,27050401,73.75
296572115665,2017,None,27050401,73.75
396572115665,2017,None,27050401,198.75
491572115665,2017,None,27050401,198.75
596572115665,2017,None,27050401,123.75
696572115665,2017,None,27050401,123.75
102572115676,2017,None,27050401,73.75
896572115676,2017,None,27050401,161.25
996572115676,2017,None,27050401,123.75
196572115687,2017,None,27050401,161.25
302572115687,2017,None,27050401,123.75
490572115687,2017,None,27050401,98.75
596572115687,2017,None,27050401,98.75
696572115687,2017,None,27050401,73.75
796572115687,2017,None,27050401,73.75
893572115687,2017,None,27050401,73.75
908572115687,2017,None,27050401,73.75
102572115698,2017,None,27050401,73.75
196572115698,2017,None,27050401,73.75
296572115698,2017,None,27050401,73.75
396572115698,2017,None,27050401,73.75
496572115698,2017,None,27050401,73.75
502572115698,2017,None,27050401,48.75
696572115698,2017,None,27050401,73.75
702572115698,2017,None,27050401,73.75
896572115698,2017,None,27050401,73.75
596572115709,2017,None,27050401,73.75
702572115709,2017,None,27050401,123.75
896572115709,2017,None,27050401,123.75
902572115709,2017,None,27050401,98.75
196572115720,2017,None,27050401,173.75
202572115720,2017,None,27050401,123.75
496572115720,2017,None,27050401,123.75
502572115720,2017,None,27050401,123.75
696572115720,2017,None,27050401,73.75
796572115720,2017,None,27050401,98.75
896572115720,2017,None,27050401,98.75
990572115720,2017,None,27050401,173.75
190572115731,2017,None,27050401,123.75
296572115731,2017,None,27050401,98.75
396572115731,2017,None,27050401,73.75
402572115731,2017,None,27050401,73.75
596572115731,2017,None,27050401,98.75
696572115731,2017,None,27050401,98.75
796572115731,2017,None,27050401,73.75
996572115731,2017,None,27050401,73.75
102572115742,2017,None,27050401,123.75
202572115742,2017,None,27050401,98.75
402572115742,2017,None,27050401,123.75
596572115742,2017,None,27050401,148.75
796572115742,2017,None,27050401,148.75
896572115742,2017,None,27050401,73.75
102572115753,2017,None,27050401,348.75
696572115753,2017,None,27050401,73.75
802572115753,2017,None,27050401,123.75
902572115753,2017,None,27050401,98.75
102572115764,2017,None,27050401,73.75
202572115764,2017,None,27050401,161.25
302572115764,2017,None,27050401,161.25
490572115764,2017,None,27050401,73.75
602572115764,2017,None,27050401,73.75
796572115764,2017,None,27050401,123.75
802572115764,2017,None,27050401,123.75
996572115764,2017,None,27050401,73.75
102572115775,2017,None,27050401,98.75
202572115775,2017,None,27050401,98.75
396572115775,2017,None,27050401,73.75
496572115775,2017,None,27050401,98.75
596572115775,2017,None,27050401,98.75
602572115775,2017,None,27050401,148.75
196572115786,2017,None,27050401,73.75
396572115786,2017,None,27050401,123.75
402572115786,2017,None,27050401,98.75
596572115786,2017,None,27050401,98.75
102572115797,2017,None,27050401,123.75
202572115797,2017,None,27050401,123.75
302572115797,2017,None,27050401,123.75
496572115797,2017,None,27050401,98.75
696572115797,2017,None,27050401,123.75
702572115797,2017,None,27050401,161.25
843572115797,2017,None,27050401,123.75
863572115797,2017,None,27050401,123.75
196572115808,2017,None,27050401,73.75
296572115808,2017,None,27050401,73.75
396572115808,2017,None,27050401,198.75
596572115808,2017,None,27050401,198.75
602572115808,2017,None,27050401,198.75
796572115808,2017,None,27050401,98.75
896572115808,2017,None,27050401,98.75
402572115819,2017,None,27050401,98.75
796572115819,2017,None,27050401,98.75
896572115819,2017,None,27050401,173.75
996572115819,2017,None,27050401,123.75
108572115830,2017,None,27050401,173.75
799572115830,2017,None,27050401,98.75
996572115830,2017,None,27050401,173.75
296572115841,2017,None,27050401,173.75
396572115841,2017,None,27050401,98.75
396572115852,2017,None,27050401,98.75
696572115852,2017,None,27050401,173.75
902572115852,2017,None,27050401,173.75
196572115863,2017,None,27050401,123.75
296572115863,2017,None,27050401,123.75
405572115863,2017,None,27050401,98.75
487572115863,2017,None,27050401,98.75
996572115863,2017,None,27050401,148.75
396572115874,2017,None,27050401,123.75
596572115874,2017,None,27050401,173.75
796572115874,2017,None,27050401,173.75
196572115885,2017,None,27050401,123.75
396572115885,2017,None,27050401,123.75
496572115885,2017,None,27050401,98.75
696572115885,2017,None,27050401,123.75
196572115896,2017,None,27050401,123.75
796572115896,2017,None,27050401,173.75
196572115907,2017,None,27050401,73.75
202572115907,2017,None,27050401,123.75
302572115907,2017,None,27050401,98.75
496572115907,2017,None,27050401,98.75
596572115907,2017,None,27050401,73.75
696572115907,2017,None,27050401,123.75
790572115907,2017,None,27050401,98.75
901572115907,2017,None,27050401,198.75
902572115907,2017,None,27050401,198.75
102572115918,2017,None,27050401,173.75
295572115918,2017,None,27050401,173.75
396572115918,2017,None,27050401,123.75
496572115918,2017,None,27050401,98.75
796572115918,2017,None,27050401,98.75
895572115918,2017,None,27050401,98.75
896572115918,2017,None,27050401,98.75
902572115929,2017,None,27050401,123.75
496572115940,2017,None,27050401,123.75
796572115940,2017,None,27050401,173.75
696572115951,2017,None,27050401,123.75
802572115951,2017,None,27050401,148.75
902572115951,2017,None,27050401,148.75
196572115962,2017,None,27050401,98.75
296572115962,2017,None,27050401,98.75
302572115962,2017,None,27050401,173.75
496572115962,2017,None,27050401,98.75
596572115962,2017,None,27050401,73.75
696572115962,2017,None,27050401,73.75
702572115962,2017,None,27050401,98.75
896572115962,2017,None,27050401,73.75
996572115962,2017,None,27050401,73.75
102572115973,2017,None,27050401,73.75
996572115973,2017,None,27050401,73.75
296572115984,2017,None,27050401,73.75
302572115984,2017,None,27050401,123.75
402572115984,2017,None,27050401,123.75
596572115984,2017,None,27050401,98.75
696572115984,2017,None,27050401,98.75
996572115984,2017,None,27050401,123.75
496572115995,2017,None,27050401,98.75
596572115995,2017,None,27050401,98.75
796572115995,2017,None,27050401,98.75
896572115995,2017,None,27050401,123.75
996572115995,2017,None,27050401,73.75
196572116006,2017,None,27050401,173.75
296572116006,2017,None,27050401,98.75
396572116006,2017,None,27050401,73.75
402572116006,2017,None,27050401,123.75
502572116006,2017,None,27050401,123.75
602572116006,2017,None,27050401,373.75
796572116006,2017,None,27050401,173.75
802572116006,2017,None,27050401,173.75
233572116017,2017,None,27050401,173.75
396572116017,2017,None,27050401,198.75
490572116017,2017,None,27050401,98.75
596572116017,2017,None,27050401,98.75
696572116017,2017,None,27050401,173.75
702572116017,2017,None,27050401,73.75
495572116028,2017,None,27050401,198.75
496572116028,2017,None,27050401,198.75
796572116028,2017,None,27050401,223.75
690572116039,2017,None,27050401,298.75
702572116039,2017,None,27050401,73.75
196572116061,2017,None,27050401,123.75
302572116061,2017,None,27050401,173.75
696572116061,2017,None,27050401,73.75
796572116061,2017,None,27050401,73.75
896572116061,2017,None,27050401,73.75
496572116072,2017,None,27050401,73.75
802572116072,2017,None,27050401,98.75
202572116083,2017,None,27050401,73.75
302572116083,2017,None,27050401,73.75
596572116083,2017,None,27050401,73.75
602572116083,2017,None,27050401,98.75
702572116083,2017,None,27050401,73.75
996572116083,2017,None,27050401,123.75
196572116094,2017,None,27050401,98.75
296572116094,2017,None,27050401,123.75
402572116094,2017,None,27050401,73.75
702572116094,2017,None,27050401,73.75
996572116094,2017,None,27050401,123.75
102572116105,2017,None,27050401,123.75
296572116105,2017,None,27050401,73.75
396572116105,2017,None,27050401,98.75
502572116105,2017,None,27050401,173.75
696572116105,2017,None,27050401,98.75
796572116105,2017,None,27050401,98.75
896572116105,2017,None,27050401,98.75
996572116105,2017,None,27050401,98.75
196572116116,2017,None,27050401,98.75
296572116116,2017,None,27050401,73.75
396572116116,2017,None,27050401,123.75
496572116116,2017,None,27050401,173.75
602572116116,2017,None,27050401,98.75
896572116116,2017,None,27050401,98.75
996572116116,2017,None,27050401,98.75
196572116127,2017,None,27050401,123.75
296572116127,2017,None,27050401,98.75
396572116127,2017,None,27050401,73.75
496572116127,2017,None,27050401,98.75
596572116127,2017,None,27050401,123.75
796572116127,2017,None,27050401,98.75
196572116138,2017,None,27050401,73.75
796572116138,2017,None,27050401,123.75
996572116138,2017,None,27050401,123.75
999572116138,2017,None,27050401,123.75
102572116149,2017,None,27050401,123.75
296572116149,2017,None,27050401,173.75
302572116149,2017,None,27050401,198.75
402572116149,2017,None,27050401,98.75
596572116149,2017,None,27050401,123.75
696572116149,2017,None,27050401,123.75
796572116149,2017,None,27050401,173.75
801572116149,2017,None,27050401,123.75
896572116149,2017,None,27050401,123.75
902572116149,2017,None,27050401,123.75
263572116160,2017,None,27050401,73.75
396572116160,2017,None,27050401,73.75
696572116160,2017,None,27050401,248.75
702572116160,2017,None,27050401,198.75
902572116160,2017,None,27050401,198.75
102572116171,2017,None,27050401,123.75
202572116171,2017,None,27050401,173.75
302572116171,2017,None,27050401,173.75
402572116171,2017,None,27050401,198.75
502572116171,2017,None,27050401,198.75
602572116171,2017,None,27050401,173.75
796572116171,2017,None,27050401,173.75
802572116171,2017,None,27050401,173.75
902572116171,2017,None,27050401,173.75
196572116182,2017,None,27050401,123.75
199572116182,2017,None,27050401,123.75
202572116182,2017,None,27050401,123.75
302572116182,2017,None,27050401,173.75
399572116182,2017,None,27050401,173.75
496572116182,2017,None,27050401,123.75
499572116182,2017,None,27050401,123.75
596572116182,2017,None,27050401,223.75
696572116182,2017,None,27050401,198.75
796572116182,2017,None,27050401,173.75
896572116182,2017,None,27050401,173.75
996572116182,2017,None,27050401,173.75
296572116193,2017,None,27050401,98.75
396572116193,2017,None,27050401,98.75
596572116193,2017,None,27050401,98.75
296572116215,2017,None,27050401,173.75
796572116215,2017,None,27050401,148.75
502572116226,2017,None,27050401,123.75
702572116226,2017,None,27050401,123.75
708572116226,2017,None,27050401,123.75
896572116226,2017,None,27050401,98.75
996572116226,2017,None,27050401,123.75
196572116237,2017,None,27050401,123.75
202572116237,2017,None,27050401,123.75
696572116237,2017,None,27050401,98.75
996572116237,2017,None,27050401,98.75
196572116248,2017,None,27050401,198.75
296572116248,2017,None,27050401,98.75
302572116248,2017,None,27050401,98.75
696572116248,2017,None,27050401,148.75
802572116248,2017,None,27050401,173.75
996572116248,2017,None,27050401,98.75
396572116259,2017,None,27050401,173.75
596572116259,2017,None,27050401,98.75
696572116259,2017,None,27050401,98.75
896572116259,2017,None,27050401,148.75
902572116259,2017,None,27050401,98.75
102572116270,2017,None,27050401,123.75
202572116270,2017,None,27050401,98.75
396572116270,2017,None,27050401,98.75
596572116270,2017,None,27050401,98.75
696572116270,2017,None,27050401,148.75
896572116270,2017,None,27050401,123.75
902572116270,2017,None,27050401,98.75
396572116281,2017,None,27050401,173.75
596572116281,2017,None,27050401,148.75
696572116281,2017,None,27050401,123.75
796572116292,2017,None,27050401,98.75
900572116292,2017,None,27050401,123.75
196572116303,2017,None,27050401,98.75
296572116303,2017,None,27050401,123.75
396572116303,2017,None,27050401,98.75
402572116303,2017,None,27050401,173.75
696572116303,2017,None,27050401,173.75
896572116303,2017,None,27050401,123.75
202572116314,2017,None,27050401,148.75
302572116314,2017,None,27050401,148.75
402572116314,2017,None,27050401,148.75
596572116314,2017,None,27050401,173.75
696572116314,2017,None,27050401,173.75
796572116314,2017,None,27050401,123.75
896572116314,2017,None,27050401,73.75
996572116314,2017,None,27050401,223.75
296572116325,2017,None,27050401,173.75
395572116325,2017,None,27050401,98.75
396572116325,2017,None,27050401,98.75
596572116325,2017,None,27050401,148.75
696572116325,2017,None,27050401,173.75
796572116325,2017,None,27050401,173.75
896572116325,2017,None,27050401,173.75
396572116336,2017,None,27050401,98.75
496572116336,2017,None,27050401,148.75
502572116336,2017,None,27050401,123.75
602572116336,2017,None,27050401,123.75
700572116336,2017,None,27050401,123.75
896572116336,2017,None,27050401,123.75
996572116336,2017,None,27050401,248.75
396572116347,2017,None,27050401,198.75
596572116347,2017,None,27050401,148.75
396572116358,2017,None,27050401,73.75
496572116358,2017,None,27050401,98.75
500572116358,2017,None,27050401,98.75
600572116358,2017,None,27050401,123.75
796572116358,2017,None,27050401,123.75
869572116358,2017,None,27050401,98.75
896572116358,2017,None,27050401,98.75
996572116358,2017,None,27050401,123.75
600572116369,2017,None,27050401,123.75
302572116380,2017,None,27050401,123.75
400572116380,2017,None,27050401,98.75
502572116380,2017,None,27050401,123.75
600572116380,2017,None,27050401,173.75
702572116380,2017,None,27050401,198.75
896572116380,2017,None,27050401,173.75
196572116391,2017,None,27050401,123.75
396572116391,2017,None,27050401,123.75
596572116391,2017,None,27050401,123.75
696572116391,2017,None,27050401,123.75
796572116391,2017,None,27050401,123.75
896572116391,2017,None,27050401,123.75
996572116391,2017,None,27050401,123.75
102572116402,2017,None,27050401,173.75
302572116402,2017,None,27050401,173.75
402572116402,2017,None,27050401,123.75
602572116402,2017,None,27050401,173.75
796572116402,2017,None,27050401,98.75
902572116402,2017,None,27050401,98.75
102572116413,2017,None,27050401,148.75
302572116413,2017,None,27050401,123.75
402572116413,2017,None,27050401,123.75
502572116413,2017,None,27050401,123.75
602572116413,2017,None,27050401,123.75
996572116413,2017,None,27050401,123.75
102572116424,2017,None,27050401,198.75
296572116424,2017,None,27050401,123.75
902572116424,2017,None,27050401,73.75
802572116512,2017,None,27050401,73.75
171572116523,2017,None,27050401,98.75
196572116523,2017,None,27050401,98.75
296572116523,2017,None,27050401,73.75
302572116523,2017,None,27050401,123.75
500572116523,2017,None,27050401,98.75
600572116523,2017,None,27050401,98.75
700572116523,2017,None,27050401,98.75
800572116523,2017,None,27050401,98.75
102572116534,2017,None,27050401,98.75
202572116534,2017,None,27050401,98.75
396572116534,2017,None,27050401,123.75
496572116534,2017,None,27050401,73.75
608572116534,2017,None,27050401,73.75
796572116534,2017,None,27050401,73.75
902572116534,2017,None,27050401,223.75
100572116545,2017,None,27050401,98.75
290572116545,2017,None,27050401,123.75
305572116545,2017,None,27050401,123.75
402572116545,2017,None,27050401,198.75
602572116545,2017,None,27050401,173.75
802572116545,2017,None,27050401,123.75
596572116556,2017,None,27050401,73.75
695572116556,2017,None,27050401,98.75
796572116556,2017,None,27050401,98.75
196572116567,2017,None,27050401,98.75
496572116567,2017,None,27050401,73.75
796572116567,2017,None,27050401,98.75
901572116567,2017,None,27050401,173.75
902572116567,2017,None,27050401,173.75
796572116578,2017,None,27050401,123.75
802572116578,2017,None,27050401,123.75
922572116578,2017,None,27050401,73.75
190572116589,2017,None,27050401,123.75
495572116589,2017,None,27050401,98.75
496572116589,2017,None,27050401,98.75
602572116589,2017,None,27050401,98.75
796572116589,2017,None,27050401,73.75
396572116600,2017,None,27050401,98.75
496572116600,2017,None,27050401,98.75
696572116600,2017,None,27050401,98.75
833572116600,2017,None,27050401,73.75
496572116611,2017,None,27050401,98.75
596572116611,2017,None,27050401,98.75
599572116611,2017,None,27050401,98.75
696572116611,2017,None,27050401,98.75
796572116611,2017,None,27050401,98.75
802572116611,2017,None,27050401,73.75
196572116622,2017,None,27050401,73.75
296572116622,2017,None,27050401,98.75
302572116622,2017,None,27050401,73.75
490572116622,2017,None,27050401,98.75
696572116622,2017,None,27050401,98.75
702572116622,2017,None,27050401,98.75
996572116622,2017,None,27050401,98.75
102572116633,2017,None,27050401,98.75
202572116633,2017,None,27050401,98.75
302572116633,2017,None,27050401,73.75
402572116633,2017,None,27050401,73.75
690572116633,2017,None,27050401,123.75
894572116633,2017,None,27050401,73.75
902572116633,2017,None,27050401,198.75
196572116644,2017,None,27050401,123.75
296572116644,2017,None,27050401,148.75
396572116644,2017,None,27050401,123.75
269572116655,2017,None,27050401,123.75
296572116655,2017,None,27050401,123.75
442572116655,2017,None,27050401,123.75
496572116655,2017,None,27050401,123.75
796572116655,2017,None,27050401,123.75
873572116655,2017,None,27050401,161.25
896572116655,2017,None,27050401,161.25
902572116655,2017,None,27050401,123.75
922572116655,2017,None,27050401,123.75
932572116655,2017,None,27050401,123.75
953572116655,2017,None,27050401,123.75
963572116655,2017,None,27050401,123.75
996572116655,2017,None,27050401,123.75
999572116655,2017,None,27050401,123.75
396572116666,2017,None,27050401,173.75
548572116666,2017,None,27050401,123.75
553572116666,2017,None,27050401,123.75
572572116666,2017,None,27050401,123.75
596572116666,2017,None,27050401,123.75
796572116666,2017,None,27050401,148.75
896572116666,2017,None,27050401,123.75
996572116666,2017,None,27050401,123.75
190572116677,2017,None,27050401,98.75
390572116677,2017,None,27050401,123.75
502572116677,2017,None,27050401,98.75
890572116677,2017,None,27050401,173.75
953572116677,2017,None,27050401,123.75
996572116677,2017,None,27050401,123.75
190572116688,2017,None,27050401,173.75
290572116688,2017,None,27050401,173.75
390572116688,2017,None,27050401,173.75
602572116688,2017,None,27050401,173.75
766572116688,2017,None,27050401,173.75
796572116688,2017,None,27050401,173.75
895572116688,2017,None,27050401,123.75
896572116688,2017,None,27050401,123.75
902572116688,2017,None,27050401,198.75
102572116699,2017,None,27050401,148.75
170572116699,2017,None,27050401,148.75
402572116699,2017,None,27050401,198.75
599572116699,2017,None,27050401,198.75
796572116699,2017,None,27050401,198.75
896572116699,2017,None,27050401,98.75
996572116699,2017,None,27050401,98.75
196572116710,2017,None,27050401,98.75
396572116710,2017,None,27050401,148.75
545572116710,2017,None,27050401,98.75
596572116710,2017,None,27050401,98.75
696572116710,2017,None,27050401,98.75
732572116710,2017,None,27050401,123.75
796572116710,2017,None,27050401,123.75
996572116710,2017,None,27050401,123.75
196572116721,2017,None,27050401,98.75
296572116721,2017,None,27050401,173.75
396572116721,2017,None,27050401,198.75
596572116721,2017,None,27050401,173.75
896572116721,2017,None,27050401,173.75
996572116721,2017,None,27050401,173.75
296572116732,2017,None,27050401,123.75
590572116732,2017,None,27050401,198.75
602572116732,2017,None,27050401,173.75
690572116732,2017,None,27050401,173.75
790572116732,2017,None,27050401,198.75
802572116732,2017,None,27050401,198.75
890572116732,2017,None,27050401,198.75
996572116732,2017,None,27050401,98.75
102572116743,2017,None,27050401,148.75
202572116743,2017,None,27050401,98.75
396572116743,2017,None,27050401,98.75
496572116743,2017,None,27050401,73.75
596572116743,2017,None,27050401,98.75
796572116743,2017,None,27050401,73.75
896572116743,2017,None,27050401,98.75
996572116743,2017,None,27050401,123.75
196572116754,2017,None,27050401,123.75
373572116754,2017,None,27050401,98.75
396572116754,2017,None,27050401,98.75
496572116754,2017,None,27050401,123.75
596572116754,2017,None,27050401,123.75
600572116754,2017,None,27050401,173.75
669572116754,2017,None,27050401,173.75
796572116754,2017,None,27050401,98.75
896572116754,2017,None,27050401,123.75
996572116754,2017,None,27050401,123.75
102572116765,2017,None,27050401,98.75
296572116765,2017,None,27050401,123.75
390572116765,2017,None,27050401,98.75
596572116765,2017,None,27050401,98.75
696572116765,2017,None,27050401,123.75
796572116765,2017,None,27050401,98.75
896572116765,2017,None,27050401,98.75
202572116776,2017,None,27050401,123.75
396572116776,2017,None,27050401,98.75
402572116776,2017,None,27050401,123.75
502572116776,2017,None,27050401,123.75
696572116776,2017,None,27050401,98.75
802572116776,2017,None,27050401,198.75
902572116776,2017,None,27050401,248.75
199572116787,2017,None,27050401,198.75
299572116787,2017,None,27050401,248.75
399572116787,2017,None,27050401,248.75
596572116787,2017,None,27050401,123.75
696572116787,2017,None,27050401,98.75
763572116787,2017,None,27050401,123.75
769572116787,2017,None,27050401,123.75
796572116787,2017,None,27050401,123.75
896572116787,2017,None,27050401,98.75
969572116787,2017,None,27050401,123.75
996572116787,2017,None,27050401,123.75
196572116798,2017,None,27050401,123.75
296572116798,2017,None,27050401,98.75
302572116798,2017,None,27050401,173.75
432572116798,2017,None,27050401,73.75
453572116798,2017,None,27050401,73.75
473572116798,2017,None,27050401,73.75
499572116798,2017,None,27050401,73.75
696572116798,2017,None,27050401,173.75
796572116798,2017,None,27050401,123.75
896572116798,2017,None,27050401,123.75
995572116798,2017,None,27050401,123.75
996572116798,2017,None,27050401,123.75
202572116809,2017,None,27050401,123.75
502572116809,2017,None,27050401,248.75
702572116809,2017,None,27050401,223.75
102572116820,2017,None,27050401,123.75
302572116820,2017,None,27050401,123.75
502572116820,2017,None,27050401,123.75
702572116820,2017,None,27050401,123.75
802572116820,2017,None,27050401,173.75
202572116831,2017,None,27050401,173.75
302572116831,2017,None,27050401,123.75
596572116831,2017,None,27050401,73.75
796572116831,2017,None,27050401,98.75
808572116831,2017,None,27050401,73.75
991572116831,2017,None,27050401,98.75
196572116842,2017,None,27050401,98.75
296572116842,2017,None,27050401,98.75
322572116842,2017,None,27050401,98.75
396572116842,2017,None,27050401,98.75
496572116842,2017,None,27050401,98.75
596572116842,2017,None,27050401,123.75
691572116842,2017,None,27050401,73.75
796572116842,2017,None,27050401,98.75
902572116842,2017,None,27050401,98.75
108572116853,2017,None,27050401,98.75
296572116853,2017,None,27050401,98.75
396572116853,2017,None,27050401,73.75
596572116853,2017,None,27050401,98.75
599572116853,2017,None,27050401,98.75
696572116853,2017,None,27050401,73.75
722572116853,2017,None,27050401,73.75
796572116853,2017,None,27050401,73.75
896572116853,2017,None,27050401,123.75
996572116853,2017,None,27050401,73.75
196572116864,2017,None,27050401,98.75
296572116864,2017,None,27050401,98.75
396572116864,2017,None,27050401,98.75
796572116864,2017,None,27050401,73.75
896572116864,2017,None,27050401,48.75
996572116864,2017,None,27050401,73.75
144572116875,2017,None,27050401,123.75
396572116875,2017,None,27050401,73.75
502572116875,2017,None,27050401,248.75
602572116875,2017,None,27050401,248.75
702572116875,2017,None,27050401,248.75
802572116875,2017,None,27050401,148.75
902572116875,2017,None,27050401,148.75
102572116886,2017,None,27050401,248.75
199572116886,2017,None,27050401,248.75
296572116886,2017,None,27050401,98.75
396572116886,2017,None,27050401,98.75
496572116886,2017,None,27050401,98.75
596572116886,2017,None,27050401,98.75
696572116886,2017,None,27050401,73.75
702572116886,2017,None,27050401,98.75
896572116886,2017,None,27050401,73.75
996572116886,2017,None,27050401,98.75
190572116897,2017,None,27050401,98.75
202572116897,2017,None,27050401,73.75
396572116897,2017,None,27050401,123.75
696572116897,2017,None,27050401,98.75
796572116897,2017,None,27050401,98.75
996572116897,2017,None,27050401,98.75
196572116908,2017,None,27050401,98.75
296572116908,2017,None,27050401,123.75
396572116908,2017,None,27050401,73.75
590572116908,2017,None,27050401,123.75
696572116908,2017,None,27050401,73.75
202572116919,2017,None,27050401,148.75
251572116919,2017,None,27050401,148.75
296572116919,2017,None,27050401,148.75
299572116919,2017,None,27050401,148.75
396572116919,2017,None,27050401,73.75
430572116919,2017,None,27050401,123.75
433572116919,2017,None,27050401,123.75
496572116919,2017,None,27050401,123.75
602572116919,2017,None,27050401,98.75
502572116930,2017,None,27050401,98.75
696572116930,2017,None,27050401,73.75
896572116930,2017,None,27050401,148.75
296572116941,2017,None,27050401,98.75
796572116941,2017,None,27050401,123.75
902572116952,2017,None,27050401,123.75
196572116963,2017,None,27050401,98.75
296572116963,2017,None,27050401,98.75
496572116963,2017,None,27050401,73.75
796572116963,2017,None,27050401,98.75
902572116963,2017,None,27050401,98.75
102572116974,2017,None,27050401,98.75
202572116974,2017,None,27050401,73.75
302572116974,2017,None,27050401,123.75
402572116974,2017,None,27050401,98.75
602572116974,2017,None,27050401,73.75
902572116974,2017,None,27050401,123.75
296572116985,2017,None,27050401,98.75
308572116985,2017,None,27050401,73.75
896572117007,2017,None,27050401,123.75
902572117007,2017,None,27050401,98.75
196572117018,2017,None,27050401,73.75
396572117029,2017,None,27050401,98.75
496572117029,2017,None,27050401,98.75
796572117029,2017,None,27050401,98.75
890572117029,2017,None,27050401,123.75
990572117029,2017,None,27050401,98.75
396572117040,2017,None,27050401,73.75
496572117040,2017,None,27050401,73.75
902572117040,2017,None,27050401,98.75
133572117051,2017,None,27050401,98.75
233572117051,2017,None,27050401,73.75
696572117051,2017,None,27050401,98.75
996572117051,2017,None,27050401,98.75
102572117062,2017,None,27050401,98.75
296572117062,2017,None,27050401,98.75
496572117062,2017,None,27050401,98.75
696572117062,2017,None,27050401,73.75
